ID_ESCOLA;REDE;VL_OBSERVADO_2023
13002368;Estadual;
13002694;Estadual;
13002880;Estadual;
13057600;Federal;
13072110;Estadual;
13096672;Estadual;
13102290;Estadual;
13102303;Estadual;
13103466;Estadual;4.0
13007572;Estadual;
13007734;Estadual;3.1
13063308;Estadual;
13096664;Estadual;2.1
13098500;Estadual;2.3
13107453;Estadual;3.6
13224212;Estadual;
13292218;Estadual;2.4
13044281;Estadual;3.6
13081810;Estadual;3.4
13102184;Estadual;
13037013;Estadual;
13037269;Estadual;3.3
13234218;Estadual;
13007874;Estadual;
13008196;Estadual;
13008200;Estadual;
13059530;Estadual;3.4
13108492;Estadual;3.5
13234226;Estadual;
13253204;Estadual;
13304283;Estadual;
13304291;Estadual;
13322249;Federal;
13048163;Estadual;3.6
13224204;Estadual;2.9
13013076;Estadual;3.7
13013246;Estadual;
13013742;Estadual;
13013793;Estadual;3.0
13013815;Estadual;3.7
13059467;Estadual;2.3
13096630;Estadual;3.6
13101170;Federal;
13103598;Estadual;
13107780;Estadual;4.2
13223321;Estadual;
13008455;Estadual;2.7
13090267;Estadual;3.7
13103563;Estadual;
13220306;Estadual;2.8
13014242;Estadual;2.7
13096699;Estadual;2.6
13103580;Estadual;2.4
13235206;Estadual;
13059360;Estadual;3.2
13105515;Estadual;4.1
13223348;Estadual;3.2
13037455;Estadual;3.7
13037757;Estadual;3.7
13037927;Estadual;2.9
13270214;Estadual;
14001110;Estadual;
14001411;Estadual;
14001713;Estadual;
14006804;Federal;3.6
14000016;Estadual;4.0
14000172;Estadual;
14000253;Estadual;
14000318;Estadual;
14000474;Federal;4.5
14000482;Estadual;
14000490;Estadual;
14000512;Estadual;
14000520;Estadual;
14000539;Estadual;
14000547;Estadual;
14000555;Estadual;
14000563;Federal;
14000580;Estadual;3.0
14000652;Estadual;
14000776;Estadual;
14000792;Privada;
14000814;Privada;
14000997;Estadual;
14001020;Estadual;3.3
14001071;Estadual;
14001152;Estadual;3.8
14001187;Estadual;
14001209;Estadual;
14001330;Estadual;
14001519;Estadual;2.8
14001535;Estadual;
14001640;Estadual;
14001802;Estadual;
14001870;Estadual;
14001888;Estadual;
14005824;Estadual;3.5
14005875;Estadual;
14005930;Estadual;
14006111;Federal;5.0
14006200;Estadual;
14006227;Estadual;
14006871;Estadual;6.5
14007266;Privada;
14007274;Privada;
14007525;Privada;
14007835;Federal;
14008017;Estadual;
14320525;Estadual;
14321050;Estadual;
14321459;Estadual;
14322382;Estadual;
14322765;Estadual;
14322773;Estadual;
14323931;Estadual;
14324067;Privada;
14324636;Privada;
14002469;Estadual;2.6
14005794;Estadual;
14322641;Estadual;3.5
14002361;Estadual;
14002558;Estadual;3.0
14002590;Estadual;
14002701;Estadual;
14002710;Estadual;
14002728;Estadual;
14002744;Estadual;
14002825;Estadual;2.5
14002876;Estadual;2.7
14005573;Estadual;3.2
14003635;Estadual;
14003678;Estadual;
14003708;Estadual;3.3
14003724;Estadual;4.1
14003759;Estadual;3.6
14342600;Federal;
14004364;Estadual;
14004704;Estadual;
14321653;Estadual;
14003899;Estadual;
14003937;Estadual;3.2
14006030;Estadual;
14000210;Estadual;3.4
14003856;Estadual;
14004186;Estadual;
14004224;Estadual;
14324016;Estadual;
14002930;Estadual;
14002990;Estadual;3.9
14003090;Estadual;
14003139;Estadual;
14003147;Estadual;
14003341;Estadual;
14003449;Estadual;2.9
14007738;Estadual;
14322684;Estadual;
14000954;Estadual;
14001160;Estadual;
14322188;Estadual;3.7
14004852;Estadual;
14005000;Estadual;
14005085;Estadual;
14005093;Estadual;
14005360;Estadual;
14005956;Estadual;
14007223;Estadual;
14004267;Estadual;
14004844;Estadual;
14001764;Estadual;2.6
14002973;Estadual;
14003171;Estadual;
14003180;Estadual;
14003198;Estadual;2.9
14003317;Estadual;
14003392;Estadual;2.8
14320290;Estadual;
14320797;Estadual;2.7
15064280;Estadual;4.9
15064360;Estadual;4.3
15064417;Estadual;3.5
15064450;Estadual;3.5
15064514;Estadual;4.5
15064557;Estadual;
15064646;Estadual;3.5
15064654;Estadual;4.1
15064905;Estadual;3.7
15065006;Estadual;3.4
15067157;Estadual;4.1
15096700;Estadual;4.4
15145450;Estadual;
15163768;Estadual;3.4
15169057;Estadual;3.4
15169944;Estadual;2.8
15170020;Estadual;3.6
15170705;Estadual;
15170713;Estadual;
15175642;Estadual;3.7
15177416;Estadual;3.5
15555186;Estadual;4.1
15576396;Estadual;4.5
15587908;Federal;
15116220;Estadual;3.9
15177440;Estadual;
15569748;Estadual;4.3
15585042;Estadual;3.6
15022617;Estadual;4.3
15178200;Estadual;
15123618;Estadual;4.5
15169952;Estadual;
15005100;Estadual;4.3
15005186;Estadual;4.0
15177785;Estadual;3.3
15587282;Estadual;4.0
15016722;Estadual;4.2
15017621;Estadual;4.1
15177793;Estadual;3.1
15104893;Estadual;4.9
15104907;Estadual;4.9
15106101;Estadual;4.4
15139603;Estadual;4.5
15169138;Estadual;4.6
15177858;Estadual;3.9
15200205;Federal;
15552900;Privada;
15583058;Estadual;4.6
15024237;Estadual;3.8
15178218;Estadual;
15033864;Estadual;4.2
15034046;Estadual;3.9
15034054;Estadual;4.3
15034143;Estadual;4.4
15034186;Estadual;4.7
15034321;Estadual;
15034372;Estadual;4.2
15034399;Estadual;4.8
15034410;Estadual;4.2
15034445;Estadual;4.4
15034453;Estadual;4.8
15034496;Estadual;4.5
15034500;Estadual;
15034569;Estadual;4.6
15034607;Estadual;4.4
15034631;Estadual;4.2
15034640;Estadual;4.5
15034674;Estadual;
15034747;Estadual;4.7
15034763;Estadual;4.5
15034771;Estadual;4.3
15034780;Estadual;4.4
15034836;Estadual;3.3
15034844;Estadual;4.4
15034909;Estadual;4.2
15035557;Estadual;4.4
15035581;Estadual;4.6
15035646;Estadual;3.7
15035662;Estadual;4.7
15140587;Estadual;
15144801;Estadual;4.3
15152219;Privada;
15166716;Federal;
15167178;Privada;
15520560;Estadual;4.7
15521117;Estadual;4.5
15523420;Estadual;4.1
15564363;Estadual;4.4
15570533;Privada;
15574199;Estadual;4.6
15578020;Estadual;4.3
15581853;Estadual;4.2
15586332;Estadual;
15590917;Estadual;
15177874;Estadual;
15575497;Estadual;4.4
15582728;Estadual;4.6
15054900;Estadual;4.4
15055582;Estadual;3.4
15055906;Estadual;4.0
15177394;Estadual;3.3
15550079;Estadual;3.7
15087042;Estadual;4.2
15087050;Estadual;3.9
15087077;Estadual;4.3
15177955;Estadual;
15099342;Estadual;3.6
15177360;Estadual;3.4
15018644;Estadual;3.8
15178340;Estadual;
15067564;Estadual;4.3
15168824;Estadual;3.2
15177602;Estadual;3.3
15120864;Estadual;3.4
15035735;Estadual;4.3
15035867;Estadual;3.9
15035891;Estadual;4.4
15035921;Estadual;
15035956;Estadual;4.5
15035964;Estadual;4.2
15037070;Estadual;4.3
15542858;Privada;
15576370;Estadual;4.2
15034739;Estadual;4.4
15037215;Estadual;4.2
15037991;Estadual;4.0
15038378;Estadual;4.5
15038505;Estadual;4.4
15038688;Federal;4.8
15038700;Estadual;4.8
15038769;Estadual;4.2
15039153;Federal;5.4
15039234;Estadual;4.1
15039250;Estadual;
15039480;Estadual;4.4
15039528;Estadual;4.7
15039552;Estadual;4.1
15039587;Estadual;3.6
15039609;Estadual;4.9
15039625;Estadual;4.3
15039633;Estadual;4.0
15039641;Estadual;
15039650;Estadual;4.6
15039668;Estadual;3.9
15039676;Estadual;
15039684;Estadual;4.2
15039706;Estadual;3.9
15039714;Estadual;4.7
15039773;Estadual;
15039803;Estadual;4.3
15039811;Estadual;
15039919;Estadual;4.7
15039927;Estadual;4.4
15039935;Estadual;4.8
15039951;Estadual;4.3
15040003;Estadual;3.8
15040011;Estadual;4.3
15040054;Estadual;4.4
15040143;Estadual;4.0
15040186;Estadual;
15040267;Estadual;
15040291;Estadual;4.4
15040305;Estadual;4.6
15040313;Estadual;3.9
15040348;Estadual;4.7
15040356;Estadual;4.2
15040364;Estadual;4.4
15040372;Estadual;
15040380;Estadual;5.0
15040402;Estadual;4.6
15040429;Estadual;4.3
15040437;Estadual;4.7
15040461;Estadual;4.1
15040470;Estadual;3.4
15040500;Estadual;
15040526;Estadual;4.7
15040534;Estadual;4.2
15040569;Estadual;4.4
15041387;Estadual;4.5
15041450;Estadual;
15041670;Privada;
15041794;Estadual;4.5
15041921;Privada;
15042324;Estadual;4.5
15042529;Estadual;4.1
15042570;Estadual;3.8
15042626;Estadual;4.3
15042650;Estadual;4.2
15042677;Estadual;4.2
15042782;Estadual;4.1
15042804;Estadual;4.3
15042820;Estadual;4.8
15042855;Estadual;4.3
15042863;Estadual;3.8
15042880;Estadual;4.3
15042898;Estadual;4.4
15042928;Estadual;4.1
15042936;Estadual;3.8
15042944;Estadual;4.2
15042952;Estadual;4.2
15043304;Estadual;4.4
15043320;Estadual;4.0
15043517;Estadual;4.1
15043525;Estadual;3.8
