CO_MUNICIPIO;REDE;VL_OBSERVADO_2023
2511905;Pública;
2512002;Estadual;
2512002;Municipal;3.8
2512002;Pública;3.8
2512036;Estadual;
2512036;Municipal;4.4
2512036;Pública;4.4
2512077;Estadual;
2512077;Municipal;3.6
2512077;Pública;3.6
2512101;Estadual;4.9
2512101;Municipal;5.5
2512101;Pública;5.3
2512200;Estadual;4.8
2512200;Municipal;3.8
2512200;Pública;4.2
2512309;Estadual;5.0
2512309;Municipal;5.5
2512309;Pública;5.3
2512408;Estadual;3.9
2512408;Municipal;
2512408;Pública;4.2
2512507;Estadual;4.9
2512507;Municipal;5.8
2512507;Pública;5.7
2512606;Estadual;
2512606;Municipal;4.7
2512606;Pública;4.7
2512705;Estadual;4.3
2512705;Municipal;3.5
2512705;Pública;3.7
2512721;Estadual;
2512721;Municipal;4.4
2512721;Pública;4.3
2512747;Municipal;5.0
2512747;Pública;5.0
2512754;Estadual;
2512754;Municipal;4.1
2512754;Pública;4.1
2512762;Municipal;3.2
2512762;Pública;3.2
2512788;Estadual;
2512788;Municipal;2.9
2512788;Pública;2.9
2512804;Estadual;
2512804;Municipal;4.0
2512804;Pública;4.0
2512903;Estadual;3.4
2512903;Municipal;3.4
2512903;Pública;3.4
2513000;Municipal;4.1
2513000;Pública;4.1
2513109;Estadual;4.4
2513109;Municipal;3.9
2513109;Pública;4.1
2513158;Estadual;
2513158;Municipal;4.8
2513158;Pública;4.8
2513208;Estadual;5.7
2513208;Municipal;4.6
2513208;Pública;5.1
2513307;Estadual;
2513307;Municipal;4.1
2513307;Pública;4.1
2513356;Estadual;2.8
2513356;Municipal;4.0
2513356;Pública;3.4
2513406;Estadual;5.0
2513406;Municipal;4.3
2513406;Pública;4.7
2513505;Estadual;
2513505;Municipal;4.0
2513505;Pública;4.1
2513604;Estadual;2.8
2513604;Municipal;4.2
2513604;Pública;4.0
2513653;Estadual;
2513653;Municipal;5.2
2513653;Pública;5.2
2513703;Estadual;3.4
2513703;Municipal;3.8
2513703;Pública;3.7
2513802;Estadual;
2513802;Municipal;4.3
2513802;Pública;4.3
2513851;Estadual;
2513851;Municipal;5.4
2513851;Pública;5.4
2513901;Estadual;4.2
2513901;Municipal;4.7
2513901;Pública;4.6
2513927;Estadual;
2513927;Municipal;4.6
2513927;Pública;4.6
2513943;Estadual;
2513943;Municipal;6.4
2513943;Pública;6.4
2513968;Estadual;
2513968;Municipal;4.4
2513968;Pública;4.4
2513984;Estadual;
2513984;Municipal;5.4
2513984;Pública;5.4
2514008;Estadual;
2514008;Municipal;4.7
2514008;Pública;4.8
2514107;Estadual;
2514107;Municipal;4.6
2514107;Pública;4.6
2514206;Estadual;4.9
2514206;Municipal;5.1
2514206;Pública;4.9
2514305;Estadual;4.4
2514305;Municipal;4.5
2514305;Pública;4.4
2514404;Estadual;4.0
2514404;Municipal;4.8
2514404;Pública;4.5
2514453;Estadual;
2514453;Municipal;3.7
2514453;Pública;3.7
2514503;Estadual;
2514503;Municipal;4.0
2514503;Pública;4.0
2514552;Estadual;5.4
2514552;Pública;5.3
2514602;Municipal;4.1
2514602;Pública;4.1
2514651;Municipal;4.3
2514651;Pública;4.3
2514701;Estadual;
2514701;Municipal;4.0
2514701;Pública;4.0
2514800;Estadual;4.9
2514800;Pública;4.3
2514909;Estadual;4.7
2514909;Municipal;4.6
2514909;Pública;4.7
2515005;Estadual;
2515005;Municipal;3.2
2515005;Pública;3.3
2515104;Estadual;4.2
2515104;Municipal;4.4
2515104;Pública;4.4
2515203;Estadual;
2515203;Municipal;4.3
2515203;Pública;4.3
2515302;Estadual;2.8
2515302;Municipal;3.5
2515302;Pública;3.2
2515401;Estadual;3.8
2515401;Municipal;4.4
2515401;Pública;4.1
2515500;Estadual;4.1
2515500;Municipal;4.2
2515500;Pública;4.2
2515609;Estadual;3.2
2515609;Municipal;4.6
2515609;Pública;4.2
2515708;Estadual;
2515708;Municipal;5.3
2515708;Pública;5.3
2515807;Estadual;
2515807;Municipal;2.7
2515807;Pública;3.1
2515906;Estadual;3.6
2515906;Municipal;3.7
2515906;Pública;3.6
2515930;Estadual;3.6
2515930;Municipal;3.8
2515930;Pública;3.8
2515971;Estadual;
2515971;Municipal;3.4
2515971;Pública;3.4
2516003;Estadual;3.1
2516003;Municipal;
2516003;Pública;3.6
2516102;Estadual;
2516102;Municipal;3.9
2516102;Pública;3.9
2516151;Estadual;
2516151;Municipal;4.7
2516151;Pública;4.7
2516201;Estadual;4.2
2516201;Municipal;5.2
2516201;Pública;4.5
2516300;Estadual;
2516300;Municipal;5.2
2516300;Pública;5.2
2516409;Estadual;3.0
2516409;Municipal;3.7
2516409;Pública;3.6
2516508;Estadual;4.1
2516508;Municipal;4.3
2516508;Pública;4.3
2516607;Estadual;5.6
2516607;Municipal;4.4
2516607;Pública;4.5
2516706;Estadual;3.2
2516706;Municipal;4.2
2516706;Pública;3.9
2516755;Municipal;3.8
2516755;Pública;3.8
2516805;Estadual;4.8
2516805;Municipal;4.1
2516805;Pública;4.2
2516904;Estadual;3.1
2516904;Municipal;4.0
2516904;Pública;3.7
2517001;Estadual;
2517001;Municipal;4.5
2517001;Pública;4.5
2517100;Estadual;
2517100;Municipal;5.0
2517100;Pública;5.0
2517209;Estadual;
2517209;Municipal;5.6
2517209;Pública;5.6
2517407;Estadual;
2517407;Municipal;4.6
2517407;Pública;4.6
2600054;Estadual;4.6
2600054;Municipal;
2600054;Pública;4.6
2600104;Estadual;
2600104;Municipal;5.6
2600104;Pública;5.6
2600203;Municipal;4.9
2600203;Pública;4.9
2600302;Estadual;
2600302;Municipal;5.0
2600302;Pública;5.0
2600401;Estadual;
2600401;Municipal;4.4
2600401;Pública;4.4
2600500;Estadual;
2600500;Municipal;4.9
2600500;Pública;4.9
2600609;Estadual;
2600609;Municipal;4.8
2600609;Pública;4.8
2600708;Estadual;
2600708;Municipal;3.5
2600708;Pública;3.6
2600807;Estadual;5.0
2600807;Municipal;4.2
2600807;Pública;4.3
2600906;Estadual;
2600906;Municipal;3.4
2600906;Pública;3.4
2601003;Estadual;
2601003;Municipal;5.1
2601003;Pública;5.1
2601052;Estadual;
2601052;Municipal;4.2
2601052;Pública;4.2
2601102;Estadual;5.0
2601102;Municipal;4.4
2601102;Pública;4.7
2601201;Estadual;5.2
2601201;Municipal;5.5
2601201;Pública;5.3
2601300;Estadual;
2601300;Municipal;5.8
2601300;Pública;5.8
2601409;Estadual;
2601409;Municipal;4.0
2601409;Pública;4.0
2601508;Municipal;5.6
2601508;Pública;5.6
2601607;Estadual;5.0
2601607;Municipal;
2601607;Pública;5.1
2601706;Estadual;4.8
2601706;Municipal;4.5
2601706;Pública;4.6
2601805;Estadual;
2601805;Municipal;6.4
2601805;Pública;6.4
2601904;Estadual;5.6
2601904;Municipal;4.6
2601904;Pública;5.0
2602001;Estadual;5.0
2602001;Municipal;3.8
2602001;Pública;4.0
2602100;Estadual;5.5
2602100;Municipal;4.7
2602100;Pública;4.9
2602209;Estadual;
2602209;Municipal;5.4
2602209;Pública;5.4
2602308;Estadual;
2602308;Municipal;6.5
2602308;Pública;6.5
2602407;Estadual;
2602407;Municipal;4.1
2602407;Pública;4.1
2602506;Estadual;
2602506;Municipal;5.0
2602506;Pública;5.0
2602605;Estadual;
2602605;Municipal;3.8
2602605;Pública;3.8
2602704;Estadual;5.4
2602704;Municipal;3.9
2602704;Pública;4.4
2602803;Estadual;4.5
2602803;Municipal;4.7
2602803;Pública;4.6
2602902;Estadual;4.7
2602902;Municipal;4.3
2602902;Pública;4.3
2603009;Estadual;4.4
2603009;Municipal;4.7
2603009;Pública;4.6
2603108;Estadual;4.7
2603108;Municipal;4.6
2603108;Pública;4.6
2603207;Estadual;
2603207;Municipal;4.6
2603207;Pública;4.6
2603306;Estadual;
2603306;Municipal;4.7
2603306;Pública;4.7
2603405;Estadual;
2603405;Municipal;4.4
2603405;Pública;4.4
2603454;Estadual;4.9
2603454;Municipal;4.8
2603454;Pública;4.9
2603504;Estadual;
2603504;Municipal;4.4
2603504;Pública;4.4
2603603;Estadual;
2603603;Municipal;4.3
2603603;Pública;4.3
2603702;Estadual;
2603702;Municipal;4.7
2603702;Pública;4.7
2603801;Estadual;
2603801;Municipal;4.8
2603801;Pública;4.8
2603900;Estadual;
2603900;Municipal;6.1
2603900;Pública;6.1
2603926;Estadual;
2603926;Municipal;5.9
2603926;Pública;5.6
2604007;Estadual;5.3
2604007;Municipal;4.1
2604007;Pública;4.5
2604106;Estadual;4.9
2604106;Municipal;4.8
2604106;Pública;4.8
2604155;Municipal;6.7
2604155;Pública;6.7
2604205;Estadual;
2604205;Municipal;3.7
2604205;Pública;3.8
2604304;Estadual;4.6
2604304;Municipal;3.9
2604304;Pública;4.1
2604403;Estadual;
2604403;Municipal;4.4
2604403;Pública;4.4
2604502;Estadual;
2604502;Municipal;3.3
2604502;Pública;3.3
2604601;Estadual;
2604601;Municipal;4.1
2604601;Pública;4.1
2604700;Estadual;
2604700;Municipal;4.2
2604700;Pública;4.2
2604809;Estadual;
2604809;Municipal;4.3
2604809;Pública;4.3
2604908;Estadual;
2604908;Municipal;4.6
2604908;Pública;4.6
2605004;Estadual;
2605004;Municipal;5.7
2605004;Pública;5.7
2605103;Estadual;5.1
2605103;Municipal;6.3
2605103;Pública;5.6
2605152;Municipal;5.4
2605152;Pública;5.4
2605202;Estadual;
2605202;Municipal;3.9
2605202;Pública;3.9
2605301;Estadual;4.6
2605301;Municipal;4.5
2605301;Pública;4.6
2605400;Estadual;
2605400;Municipal;5.2
2605400;Pública;5.2
2605459;Estadual;5.7
2605459;Pública;5.7
2605509;Estadual;
2605509;Municipal;4.3
2605509;Pública;4.3
2605608;Estadual;5.8
2605608;Municipal;5.1
2605608;Pública;5.4
2605707;Estadual;4.9
2605707;Municipal;3.9
2605707;Pública;4.4
2605806;Estadual;
2605806;Municipal;4.0
2605806;Pública;4.0
2605905;Estadual;
2605905;Municipal;4.2
2605905;Pública;4.2
2606002;Estadual;5.6
2606002;Municipal;4.8
2606002;Pública;5.1
2606101;Estadual;
2606101;Municipal;4.9
2606101;Pública;4.9
2606200;Estadual;4.8
2606200;Municipal;3.8
2606200;Pública;4.0
2606309;Estadual;5.1
2606309;Municipal;
2606309;Pública;4.7
2606408;Estadual;5.7
2606408;Municipal;4.5
2606408;Pública;4.6
2606507;Estadual;
2606507;Municipal;4.5
2606507;Pública;4.5
2606606;Estadual;4.9
2606606;Municipal;4.5
2606606;Pública;4.9
2606705;Estadual;
2606705;Municipal;4.5
2606705;Pública;4.5
2606804;Estadual;4.8
2606804;Municipal;5.0
2606804;Pública;4.9
2606903;Estadual;
2606903;Municipal;4.6
2606903;Pública;4.6
2607000;Estadual;4.8
2607000;Municipal;3.2
2607000;Pública;4.2
2607109;Estadual;
2607109;Municipal;5.2
2607109;Pública;5.2
2607208;Estadual;
2607208;Municipal;4.4
2607208;Pública;4.4
2607307;Estadual;4.4
2607307;Municipal;4.5
2607307;Pública;4.5
2607406;Municipal;4.8
2607406;Pública;4.8
2607505;Estadual;
2607505;Municipal;4.3
2607505;Pública;4.3
2607604;Estadual;4.7
2607604;Pública;4.7
2607653;Estadual;4.6
2607653;Municipal;3.8
2607653;Pública;4.0
2607703;Estadual;
2607703;Municipal;5.2
2607703;Pública;5.2
2607752;Estadual;4.1
2607752;Municipal;4.5
2607752;Pública;4.5
2607802;Estadual;4.5
2607802;Municipal;3.3
2607802;Pública;3.8
2607901;Estadual;4.7
2607901;Municipal;4.5
2607901;Pública;4.6
2607950;Estadual;
2607950;Municipal;4.5
2607950;Pública;4.5
2608008;Municipal;4.4
2608008;Pública;4.4
2608057;Estadual;
2608057;Municipal;5.0
2608057;Pública;4.9
2608107;Estadual;
2608107;Municipal;4.9
2608107;Pública;4.9
2608206;Estadual;
2608206;Municipal;4.1
2608206;Pública;4.1
2608255;Municipal;4.5
2608255;Pública;4.5
2608305;Estadual;
2608305;Municipal;4.9
2608305;Pública;4.9
2608404;Estadual;
2608404;Municipal;4.7
2608404;Pública;4.7
2608453;Estadual;
2608453;Municipal;4.4
2608453;Pública;4.4
2608503;Estadual;
2608503;Municipal;4.2
2608503;Pública;4.2
2608602;Estadual;
2608602;Municipal;5.4
2608602;Pública;5.4
2608701;Estadual;
2608701;Municipal;5.0
2608701;Pública;5.0
2608750;Estadual;4.5
2608750;Municipal;
2608750;Pública;4.5
2608800;Estadual;
2608800;Municipal;4.4
2608800;Pública;4.4
2608909;Estadual;5.8
2608909;Municipal;5.0
2608909;Pública;5.5
2609006;Estadual;5.1
2609006;Municipal;4.4
2609006;Pública;4.7
2609105;Estadual;
2609105;Municipal;4.7
2609105;Pública;4.7
2609154;Estadual;
2609154;Municipal;4.0
2609154;Pública;4.0
2609204;Estadual;
2609204;Municipal;4.3
2609204;Pública;4.3
2609303;Estadual;4.5
2609303;Municipal;4.3
2609303;Pública;4.4
2609402;Estadual;
2609402;Municipal;3.9
2609402;Pública;3.9
2609501;Estadual;5.2
2609501;Municipal;3.8
2609501;Pública;4.9
2609600;Estadual;4.6
2609600;Municipal;4.6
2609600;Pública;4.6
2609709;Estadual;
2609709;Municipal;4.7
2609709;Pública;4.7
2609808;Estadual;
2609808;Municipal;3.9
2609808;Pública;3.9
2609907;Estadual;4.8
2609907;Municipal;3.6
2609907;Pública;4.2
2610004;Estadual;
2610004;Municipal;4.4
2610004;Pública;4.4
2610103;Estadual;
2610103;Municipal;4.3
2610103;Pública;4.3
2610202;Municipal;6.4
2610202;Pública;6.4
2610301;Estadual;
2610301;Municipal;4.6
2610301;Pública;4.6
2610400;Estadual;5.2
2610400;Municipal;3.9
2610400;Pública;4.4
2610509;Estadual;5.8
2610509;Municipal;4.6
2610509;Pública;4.8
2610608;Estadual;4.7
2610608;Municipal;4.8
2610608;Pública;4.8
2610707;Estadual;4.7
2610707;Municipal;4.2
2610707;Pública;4.5
2610806;Estadual;5.0
2610806;Municipal;
2610806;Pública;5.0
2610905;Estadual;4.6
2610905;Municipal;4.5
2610905;Pública;4.7
2611002;Estadual;
2611002;Municipal;4.8
2611002;Pública;4.8
2611101;Estadual;5.1
2611101;Municipal;5.4
2611101;Pública;5.2
2611200;Estadual;
2611200;Municipal;4.8
2611200;Pública;4.8
2611309;Estadual;
2611309;Municipal;3.7
2611309;Pública;3.7
2611408;Municipal;4.6
2611408;Pública;4.6
2611507;Estadual;
2611507;Municipal;4.1
2611507;Pública;4.1
2611533;Estadual;
2611533;Municipal;5.8
2611533;Pública;5.9
2611606;Federal;7.4
2611606;Estadual;4.9
2611606;Municipal;4.8
2611606;Pública;4.9
2611705;Estadual;
2611705;Municipal;4.3
2611705;Pública;4.3
2611804;Estadual;
2611804;Municipal;4.6
2611804;Pública;4.6
2611903;Estadual;
2611903;Municipal;5.1
2611903;Pública;5.1
2612000;Municipal;5.1
2612000;Pública;5.1
2612109;Municipal;5.3
2612109;Pública;5.3
2612208;Estadual;5.3
2612208;Municipal;4.7
2612208;Pública;5.1
2612307;Municipal;5.0
2612307;Pública;5.0
2612406;Estadual;
2612406;Municipal;4.7
2612406;Pública;5.0
2612455;Municipal;4.2
2612455;Pública;4.2
2612471;Estadual;5.6
2612471;Municipal;4.8
2612471;Pública;5.0
2612505;Estadual;4.9
2612505;Municipal;4.6
2612505;Pública;4.6
2612554;Municipal;3.5
2612554;Pública;3.5
2612604;Estadual;4.4
2612604;Municipal;3.8
2612604;Pública;4.3
2612703;Estadual;
2612703;Municipal;3.9
2612703;Pública;3.9
2612802;Estadual;
2612802;Municipal;4.1
2612802;Pública;4.1
2612901;Estadual;
2612901;Municipal;4.6
2612901;Pública;4.6
2613008;Estadual;
2613008;Municipal;5.1
2613008;Pública;5.1
2613107;Estadual;4.7
2613107;Municipal;4.4
2613107;Pública;4.4
2613206;Estadual;
2613206;Municipal;4.7
2613206;Pública;4.7
2613305;Estadual;
2613305;Municipal;3.7
2613305;Pública;3.7
2613404;Estadual;
2613404;Municipal;5.0
2613404;Pública;5.0
2613503;Estadual;5.4
2613503;Municipal;4.8
2613503;Pública;5.0
2613602;Estadual;6.2
2613602;Municipal;5.2
2613602;Pública;5.6
2613701;Estadual;4.8
2613701;Municipal;4.2
2613701;Pública;4.3
2613800;Estadual;
2613800;Municipal;4.5
2613800;Pública;4.5
2613909;Estadual;5.1
2613909;Municipal;5.1
2613909;Pública;5.1
2614006;Estadual;
2614006;Municipal;4.3
2614006;Pública;4.3
2614105;Estadual;5.0
2614105;Municipal;4.4
2614105;Pública;4.7
2614204;Estadual;
2614204;Municipal;4.5
2614204;Pública;4.5
2614303;Estadual;5.0
2614303;Municipal;3.9
2614303;Pública;4.6
2614402;Estadual;
2614402;Municipal;6.0
2614402;Pública;6.0
2614501;Estadual;5.8
2614501;Municipal;4.5
2614501;Pública;4.8
2614600;Estadual;5.9
2614600;Municipal;4.8
2614600;Pública;5.2
2614709;Estadual;
2614709;Municipal;4.2
2614709;Pública;4.2
2614808;Estadual;5.6
2614808;Municipal;4.5
2614808;Pública;5.2
2614857;Estadual;
2614857;Municipal;4.5
2614857;Pública;4.5
2615003;Estadual;5.0
2615003;Municipal;4.2
2615003;Pública;4.3
2615102;Estadual;
2615102;Municipal;4.6
2615102;Pública;4.6
2615201;Estadual;
2615201;Municipal;5.4
2615201;Pública;5.4
2615300;Estadual;5.2
2615300;Municipal;5.1
2615300;Pública;5.1
2615409;Estadual;
2615409;Municipal;3.8
2615409;Pública;3.8
2615508;Estadual;5.4
2615508;Municipal;4.4
2615508;Pública;4.9
2615607;Estadual;4.5
2615607;Municipal;4.7
2615607;Pública;4.7
2615706;Estadual;
2615706;Municipal;5.8
2615706;Pública;5.8
2615805;Estadual;
2615805;Municipal;4.6
2615805;Pública;4.6
2615904;Estadual;5.9
2615904;Municipal;4.2
2615904;Pública;5.0
2616001;Estadual;5.8
2616001;Municipal;4.6
2616001;Pública;5.0
2616100;Estadual;
2616100;Municipal;4.7
2616100;Pública;4.7
2616183;Estadual;
2616183;Municipal;4.9
2616183;Pública;4.9
2616209;Estadual;
2616209;Municipal;4.4
2616209;Pública;4.4
2616308;Estadual;
2616308;Municipal;4.2
2616308;Pública;4.2
2616407;Estadual;
2616407;Municipal;4.1
2616407;Pública;4.1
2616506;Estadual;
2616506;Municipal;4.2
2616506;Pública;4.2
2700102;Estadual;
2700102;Municipal;4.4
2700102;Pública;4.4
2700201;Estadual;
2700201;Municipal;5.5
2700201;Pública;5.5
2700300;Estadual;5.3
2700300;Municipal;4.7
2700300;Pública;4.9
2700409;Estadual;
2700409;Municipal;4.6
2700409;Pública;4.6
2700508;Municipal;4.1
2700508;Pública;4.1
2700607;Estadual;
2700607;Municipal;3.3
2700607;Pública;3.3
2700706;Estadual;
2700706;Municipal;4.9
2700706;Pública;4.9
2700805;Estadual;
2700805;Municipal;4.9
2700805;Pública;4.9
2700904;Municipal;5.8
2700904;Pública;5.8
2701001;Estadual;
2701001;Municipal;5.0
2701001;Pública;5.0
2701100;Estadual;
2701100;Municipal;6.2
2701100;Pública;6.2
2701209;Estadual;
2701209;Municipal;5.0
2701209;Pública;5.0
2701308;Estadual;
2701308;Municipal;4.5
2701308;Pública;4.5
2701357;Estadual;
2701357;Municipal;5.1
2701357;Pública;5.1
2701407;Estadual;
2701407;Municipal;6.1
2701407;Pública;6.1
2701506;Municipal;5.2
2701506;Pública;5.2
2701605;Estadual;
2701605;Municipal;5.2
2701605;Pública;5.2
2701704;Estadual;
2701704;Municipal;4.6
2701704;Pública;4.6
2701803;Estadual;
2701803;Municipal;4.6
2701803;Pública;4.6
2701902;Estadual;
2701902;Municipal;5.1
2701902;Pública;5.1
2702009;Estadual;
2702009;Municipal;5.1
2702009;Pública;5.1
2702108;Estadual;
2702108;Municipal;4.8
2702108;Pública;4.8
2702207;Municipal;4.3
2702207;Pública;4.3
2702306;Estadual;
2702306;Municipal;8.7
2702306;Pública;8.7
2702355;Municipal;4.2
2702355;Pública;4.2
2702405;Estadual;
2702405;Municipal;4.1
2702405;Pública;4.1
2702504;Estadual;
2702504;Municipal;4.6
2702504;Pública;4.6
2702553;Estadual;
2702553;Municipal;4.0
2702553;Pública;4.0
2702603;Estadual;
2702603;Municipal;4.2
2702603;Pública;4.2
2702702;Municipal;5.9
2702702;Pública;5.9
2702801;Municipal;4.9
2702801;Pública;4.9
2702900;Estadual;
2702900;Municipal;5.0
2702900;Pública;5.0
2703007;Estadual;
2703007;Municipal;
2703007;Pública;
2703106;Estadual;
2703106;Municipal;4.4
2703106;Pública;4.4
2703205;Estadual;4.8
2703205;Municipal;4.1
2703205;Pública;4.2
2703304;Estadual;
2703304;Municipal;4.8
2703304;Pública;4.8
2703403;Estadual;
2703403;Municipal;4.5
2703403;Pública;4.5
2703502;Estadual;
2703502;Municipal;5.4
2703502;Pública;5.4
2703601;Estadual;
2703601;Municipal;4.2
2703601;Pública;4.2
2703700;Estadual;
2703700;Municipal;4.2
2703700;Pública;4.2
2703759;Municipal;6.4
2703759;Pública;6.4
2703809;Estadual;
2703809;Municipal;3.9
2703809;Pública;3.9
2703908;Estadual;
2703908;Municipal;4.4
2703908;Pública;4.4
2704005;Estadual;
2704005;Municipal;6.0
2704005;Pública;6.0
2704104;Municipal;4.2
2704104;Pública;4.2
2704203;Municipal;5.4
2704203;Pública;5.4
2704302;Estadual;4.4
2704302;Municipal;4.1
2704302;Pública;4.3
2704401;Estadual;
2704401;Municipal;4.4
2704401;Pública;4.4
2704500;Estadual;
2704500;Municipal;4.4
2704500;Pública;4.4
2704609;Estadual;
2704609;Municipal;4.8
2704609;Pública;4.8
2704708;Estadual;
2704708;Municipal;4.8
2704708;Pública;4.8
2704807;Estadual;
2704807;Municipal;4.5
2704807;Pública;4.5
2704906;Estadual;
2704906;Municipal;5.2
2704906;Pública;5.2
2705002;Estadual;4.1
2705002;Municipal;4.3
2705002;Pública;4.2
2705101;Estadual;
2705101;Municipal;4.0
2705101;Pública;4.0
2705200;Estadual;
2705200;Municipal;4.2
2705200;Pública;4.2
2705309;Estadual;
2705309;Municipal;3.8
2705309;Pública;3.8
2705408;Estadual;
2705408;Municipal;4.5
2705408;Pública;4.5
2705507;Estadual;
2705507;Municipal;5.2
2705507;Pública;5.2
2705606;Municipal;4.6
2705606;Pública;4.6
2705705;Estadual;5.0
2705705;Municipal;4.9
2705705;Pública;5.0
2705804;Municipal;4.0
2705804;Pública;4.0
2705903;Municipal;5.7
2705903;Pública;5.7
2706000;Estadual;
2706000;Municipal;4.9
2706000;Pública;4.9
2706109;Estadual;
2706109;Municipal;4.8
2706109;Pública;4.8
2706208;Estadual;
2706208;Municipal;4.5
2706208;Pública;4.5
2706307;Estadual;4.9
2706307;Municipal;5.1
2706307;Pública;5.0
2706406;Estadual;
2706406;Municipal;4.8
2706406;Pública;4.8
2706422;Estadual;3.7
2706422;Municipal;5.0
2706422;Pública;4.8
2706448;Estadual;
2706448;Municipal;4.8
2706448;Pública;4.8
2706505;Estadual;
2706505;Municipal;4.4
2706505;Pública;4.4
2706604;Estadual;
2706604;Municipal;4.4
2706604;Pública;4.4
2706703;Estadual;4.4
2706703;Municipal;4.9
2706703;Pública;4.7
2706802;Estadual;
2706802;Municipal;4.4
2706802;Pública;4.4
2706901;Estadual;
2706901;Municipal;4.8
2706901;Pública;4.8
2707008;Municipal;5.3
2707008;Pública;5.3
2707107;Estadual;5.0
2707107;Municipal;4.7
2707107;Pública;4.9
2707206;Municipal;4.8
2707206;Pública;4.8
2707305;Estadual;
2707305;Municipal;4.3
2707305;Pública;4.3
2707404;Estadual;
2707404;Municipal;3.4
2707404;Pública;3.4
2707503;Estadual;
2707503;Municipal;4.9
2707503;Pública;5.0
2707602;Estadual;
2707602;Municipal;
2707602;Pública;
2707701;Estadual;4.7
2707701;Municipal;4.3
2707701;Pública;4.4
2707800;Municipal;4.9
2707800;Pública;4.9
2707909;Estadual;
2707909;Municipal;4.6
2707909;Pública;4.6
2708006;Estadual;4.5
2708006;Municipal;4.5
2708006;Pública;4.6
2708105;Estadual;
2708105;Municipal;9.3
2708105;Pública;9.3
2708204;Estadual;
2708204;Municipal;5.0
2708204;Pública;5.0
2708303;Estadual;
2708303;Municipal;7.8
2708303;Pública;7.8
2708402;Estadual;
2708402;Municipal;5.0
2708402;Pública;5.0
2708501;Estadual;
2708501;Municipal;4.5
2708501;Pública;4.5
2708600;Estadual;
2708600;Municipal;5.7
2708600;Pública;5.7
2708709;Estadual;
2708709;Municipal;4.4
2708709;Pública;4.4
2708808;Estadual;
2708808;Municipal;3.9
2708808;Pública;3.9
2708907;Estadual;
2708907;Municipal;5.0
2708907;Pública;5.0
2708956;Municipal;4.6
2708956;Pública;4.6
2709004;Estadual;
2709004;Municipal;4.5
2709004;Pública;4.5
2709103;Estadual;
2709103;Municipal;4.9
2709103;Pública;4.9
2709152;Municipal;7.3
2709152;Pública;7.3
2709202;Estadual;
2709202;Municipal;4.0
2709202;Pública;4.0
2709301;Estadual;6.0
2709301;Municipal;8.4
2709301;Pública;7.8
2709400;Estadual;
2709400;Municipal;5.3
2709400;Pública;5.3
2800100;Municipal;3.6
2800100;Pública;3.6
2800209;Estadual;4.1
2800209;Municipal;3.3
2800209;Pública;3.6
2800308;Estadual;4.2
2800308;Municipal;4.3
2800308;Pública;4.2
2800407;Estadual;4.8
2800407;Municipal;3.5
2800407;Pública;4.1
2800506;Estadual;4.1
2800506;Municipal;3.2
2800506;Pública;3.4
2800605;Estadual;4.2
2800605;Municipal;3.4
2800605;Pública;3.6
2800670;Estadual;4.8
2800670;Municipal;3.5
2800670;Pública;3.8
2800704;Estadual;4.0
2800704;Municipal;3.6
2800704;Pública;3.8
2801009;Estadual;4.3
2801009;Municipal;3.4
2801009;Pública;4.1
2801108;Estadual;
2801108;Municipal;3.8
2801108;Pública;3.9
2801207;Estadual;
2801207;Municipal;3.9
2801207;Pública;3.9
2801306;Estadual;4.1
2801306;Municipal;4.1
2801306;Pública;4.1
2801405;Estadual;4.4
2801405;Municipal;3.5
2801405;Pública;3.6
2801504;Estadual;4.2
2801504;Municipal;3.6
2801504;Pública;3.9
2801603;Estadual;
2801603;Municipal;5.4
2801603;Pública;5.4
2801702;Estadual;3.4
2801702;Municipal;3.9
2801702;Pública;3.9
2801900;Estadual;4.9
2801900;Municipal;2.8
2801900;Pública;3.9
2802007;Estadual;
2802007;Municipal;4.3
2802007;Pública;4.3
2802106;Estadual;3.4
2802106;Municipal;3.4
2802106;Pública;3.4
2802205;Estadual;3.8
2802205;Municipal;2.9
2802205;Pública;3.3
2802304;Estadual;4.2
2802304;Municipal;3.0
2802304;Pública;3.4
2802403;Estadual;4.4
2802403;Municipal;3.6
2802403;Pública;3.9
2802502;Estadual;
2802502;Municipal;4.1
2802502;Pública;4.1
2802601;Estadual;4.6
2802601;Municipal;3.5
2802601;Pública;4.0
2802700;Estadual;4.2
2802700;Municipal;3.8
2802700;Pública;3.9
2802809;Estadual;3.3
2802809;Municipal;3.4
2802809;Pública;3.4
2802908;Estadual;3.7
2802908;Municipal;3.7
2802908;Pública;3.7
2803005;Estadual;
2803005;Municipal;4.9
2803005;Pública;4.9
2803104;Estadual;
2803104;Municipal;3.3
2803104;Pública;3.3
2803203;Estadual;4.1
2803203;Municipal;3.2
2803203;Pública;3.5
2803302;Estadual;5.0
2803302;Municipal;3.8
2803302;Pública;4.2
2803401;Estadual;
2803401;Municipal;4.3
2803401;Pública;4.4
2803500;Estadual;5.0
2803500;Municipal;4.0
2803500;Pública;4.3
2803609;Estadual;3.8
2803609;Municipal;2.4
2803609;Pública;3.1
2803708;Estadual;3.8
2803708;Municipal;3.3
2803708;Pública;3.5
2803807;Estadual;5.5
2803807;Municipal;
2803807;Pública;5.2
2803906;Estadual;4.0
2803906;Municipal;3.7
