CO_MUNICIPIO;REDE;VL_OBSERVADO_2023
3125507;Estadual;5.2
3125507;Pública;5.2
3125606;Estadual;4.1
3125606;Municipal;
3125606;Pública;4.1
3125705;Estadual;4.6
3125705;Municipal;3.7
3125705;Pública;4.0
3125804;Estadual;
3125804;Pública;
3125903;Estadual;4.2
3125903;Pública;4.2
3125952;Estadual;4.4
3125952;Pública;4.4
3126000;Estadual;5.1
3126000;Pública;5.1
3126109;Estadual;5.6
3126109;Municipal;5.2
3126109;Pública;5.5
3126208;Estadual;4.8
3126208;Municipal;5.8
3126208;Pública;5.0
3126307;Estadual;4.7
3126307;Pública;4.7
3126406;Municipal;5.1
3126406;Pública;5.1
3126505;Estadual;5.3
3126505;Pública;5.3
3126604;Estadual;3.9
3126604;Municipal;
3126604;Pública;3.9
3126703;Estadual;4.2
3126703;Municipal;4.8
3126703;Pública;4.3
3126752;Estadual;4.0
3126752;Municipal;
3126752;Pública;4.0
3126802;Estadual;3.7
3126802;Municipal;
3126802;Pública;3.7
3126901;Estadual;3.8
3126901;Municipal;
3126901;Pública;3.8
3126950;Estadual;4.9
3126950;Pública;5.0
3127008;Estadual;4.5
3127008;Pública;4.5
3127057;Estadual;
3127057;Municipal;
3127057;Pública;
3127073;Estadual;4.4
3127073;Pública;4.4
3127107;Estadual;4.4
3127107;Municipal;
3127107;Pública;4.4
3127206;Estadual;5.1
3127206;Pública;5.1
3127305;Estadual;
3127305;Pública;
3127339;Estadual;4.0
3127339;Pública;4.1
3127354;Estadual;4.7
3127354;Pública;4.7
3127370;Estadual;
3127370;Pública;
3127388;Estadual;5.2
3127388;Pública;5.2
3127404;Estadual;4.5
3127404;Pública;4.5
3127503;Estadual;4.1
3127503;Pública;4.1
3127602;Estadual;5.4
3127602;Pública;5.4
3127701;Estadual;4.7
3127701;Municipal;5.0
3127701;Pública;4.8
3127800;Estadual;4.6
3127800;Municipal;3.6
3127800;Pública;4.3
3127909;Estadual;
3127909;Pública;
3128006;Estadual;4.8
3128006;Pública;4.8
3128105;Estadual;5.0
3128105;Municipal;
3128105;Pública;5.1
3128204;Estadual;4.9
3128204;Pública;4.8
3128253;Estadual;4.9
3128253;Pública;4.9
3128303;Estadual;4.8
3128303;Municipal;4.9
3128303;Pública;4.8
3128402;Estadual;5.3
3128402;Pública;5.3
3128501;Municipal;4.6
3128501;Pública;4.6
3128600;Estadual;4.5
3128600;Pública;4.5
3128709;Estadual;4.6
3128709;Pública;4.6
3128808;Estadual;5.4
3128808;Pública;5.4
3128907;Estadual;5.1
3128907;Pública;5.1
3129004;Estadual;5.1
3129004;Pública;5.1
3129103;Estadual;4.6
3129103;Pública;4.6
3129202;Estadual;4.4
3129202;Pública;4.4
3129301;Estadual;4.6
3129301;Pública;4.6
3129400;Estadual;3.8
3129400;Pública;3.8
3129509;Estadual;4.5
3129509;Municipal;
3129509;Pública;4.5
3129608;Estadual;3.7
3129608;Pública;3.7
3129657;Estadual;5.3
3129657;Municipal;4.9
3129657;Pública;5.2
3129707;Estadual;4.8
3129707;Pública;4.8
3129806;Estadual;4.2
3129806;Municipal;4.8
3129806;Pública;4.5
3129905;Estadual;4.6
3129905;Pública;4.6
3130002;Estadual;5.0
3130002;Pública;5.0
3130051;Estadual;4.5
3130051;Pública;4.5
3130101;Estadual;4.6
3130101;Pública;4.6
3130200;Estadual;5.1
3130200;Pública;5.1
3130309;Estadual;4.3
3130309;Pública;4.3
3130408;Estadual;4.8
3130408;Pública;4.8
3130507;Estadual;5.6
3130507;Municipal;5.5
3130507;Pública;5.6
3130556;Estadual;4.6
3130556;Pública;4.6
3130606;Estadual;5.0
3130606;Pública;5.0
3130655;Estadual;5.1
3130655;Municipal;
3130655;Pública;5.1
3130705;Estadual;
3130705;Municipal;4.8
3130705;Pública;4.8
3130804;Estadual;4.2
3130804;Pública;4.2
3130903;Estadual;5.1
3130903;Municipal;
3130903;Pública;5.1
3131000;Estadual;3.5
3131000;Pública;3.5
3131109;Estadual;3.6
3131109;Pública;3.6
3131158;Estadual;4.7
3131158;Pública;4.7
3131208;Estadual;5.3
3131208;Municipal;5.0
3131208;Pública;5.1
3131307;Estadual;5.1
3131307;Municipal;5.4
3131307;Pública;5.2
3131406;Estadual;
3131406;Municipal;4.5
3131406;Pública;4.5
3131505;Estadual;4.8
3131505;Pública;4.8
3131604;Estadual;4.7
3131604;Pública;4.7
3131703;Estadual;4.7
3131703;Municipal;5.0
3131703;Pública;4.8
3131802;Estadual;4.5
3131802;Municipal;
3131802;Pública;4.5
3131901;Estadual;4.8
3131901;Municipal;5.5
3131901;Pública;5.2
3132008;Estadual;5.3
3132008;Municipal;
3132008;Pública;5.3
3132107;Estadual;3.7
3132107;Municipal;4.5
3132107;Pública;4.3
3132206;Estadual;5.3
3132206;Pública;5.3
3132305;Estadual;2.8
3132305;Municipal;2.7
3132305;Pública;2.7
3132404;Estadual;4.9
3132404;Pública;4.9
3132503;Estadual;5.1
3132503;Municipal;5.2
3132503;Pública;5.1
3132602;Municipal;3.8
3132602;Pública;3.8
3132701;Estadual;3.5
3132701;Municipal;3.4
3132701;Pública;3.5
3132800;Estadual;4.6
3132800;Pública;4.6
3132909;Estadual;5.2
3132909;Pública;5.2
3133006;Estadual;4.3
3133006;Municipal;
3133006;Pública;4.3
3133105;Estadual;5.3
3133105;Pública;5.3
3133204;Estadual;4.3
3133204;Pública;4.3
3133303;Estadual;4.1
3133303;Municipal;
3133303;Pública;3.9
3133402;Estadual;4.6
3133402;Municipal;
3133402;Pública;4.6
3133501;Estadual;5.2
3133501;Pública;5.2
3133600;Estadual;
3133600;Municipal;4.5
3133600;Pública;4.5
3133709;Estadual;5.0
3133709;Municipal;5.1
3133709;Pública;5.0
3133758;Municipal;5.7
3133758;Pública;5.7
3133808;Estadual;5.5
3133808;Municipal;4.7
3133808;Pública;5.4
3133907;Estadual;4.7
3133907;Pública;4.7
3134004;Estadual;3.5
3134004;Municipal;
3134004;Pública;3.8
3134103;Estadual;5.0
3134103;Municipal;4.8
3134103;Pública;5.0
3134202;Estadual;4.5
3134202;Municipal;5.0
3134202;Pública;4.7
3134301;Estadual;4.6
3134301;Pública;4.6
3134400;Estadual;4.9
3134400;Municipal;5.0
3134400;Pública;4.9
3134509;Estadual;4.6
3134509;Pública;4.6
3134608;Estadual;4.9
3134608;Pública;4.9
3134707;Estadual;3.6
3134707;Municipal;
3134707;Pública;3.6
3134806;Estadual;4.9
3134806;Pública;4.9
3134905;Estadual;5.1
3134905;Municipal;5.4
3134905;Pública;5.3
3135001;Municipal;4.4
3135001;Pública;4.4
3135050;Estadual;4.0
3135050;Municipal;
3135050;Pública;4.0
3135076;Estadual;
3135076;Pública;
3135100;Estadual;4.5
3135100;Municipal;4.5
3135100;Pública;4.5
3135209;Estadual;4.4
3135209;Municipal;4.2
3135209;Pública;4.3
3135308;Estadual;5.5
3135308;Municipal;5.7
3135308;Pública;5.6
3135357;Estadual;4.7
3135357;Municipal;4.5
3135357;Pública;4.6
3135407;Estadual;
3135407;Municipal;5.8
3135407;Pública;5.8
3135456;Estadual;4.2
3135456;Pública;4.2
3135506;Estadual;4.1
3135506;Pública;4.1
3135605;Estadual;4.7
3135605;Municipal;
3135605;Pública;4.7
3135704;Estadual;5.1
3135704;Pública;5.0
3135803;Estadual;4.2
3135803;Municipal;
3135803;Pública;4.2
3135902;Estadual;5.6
3135902;Pública;5.6
3136009;Estadual;4.2
3136009;Municipal;5.0
3136009;Pública;4.5
3136108;Estadual;4.7
3136108;Pública;4.7
3136207;Estadual;5.2
3136207;Municipal;4.8
3136207;Pública;4.9
3136306;Estadual;4.6
3136306;Municipal;4.1
3136306;Pública;4.5
3136405;Municipal;3.5
3136405;Pública;3.5
3136504;Estadual;3.8
3136504;Municipal;3.7
3136504;Pública;3.8
3136520;Estadual;4.4
3136520;Pública;4.4
3136553;Estadual;5.0
3136553;Pública;5.0
3136579;Estadual;3.8
3136579;Pública;3.8
3136603;Estadual;4.9
3136603;Pública;4.9
3136652;Estadual;5.0
3136652;Municipal;4.9
3136652;Pública;4.9
3136702;Federal;6.7
3136702;Estadual;4.2
3136702;Municipal;4.2
3136702;Pública;4.3
3136801;Estadual;3.9
3136801;Pública;3.9
3136900;Estadual;5.9
3136900;Pública;5.9
3136959;Estadual;4.5
3136959;Municipal;3.7
3136959;Pública;4.3
3137007;Estadual;3.2
3137007;Pública;3.1
3137106;Estadual;4.8
3137106;Pública;4.8
3137205;Estadual;5.2
3137205;Pública;5.2
3137304;Estadual;4.0
3137304;Pública;4.0
3137403;Estadual;
3137403;Municipal;5.4
3137403;Pública;5.4
3137502;Estadual;5.2
3137502;Pública;5.2
3137536;Estadual;5.3
3137536;Pública;5.3
3137601;Estadual;5.0
3137601;Municipal;4.4
3137601;Pública;4.6
3137700;Estadual;4.9
3137700;Municipal;4.5
3137700;Pública;4.7
3137809;Estadual;5.4
3137809;Pública;5.4
3137908;Estadual;5.2
3137908;Pública;5.2
3138005;Estadual;
3138005;Municipal;
3138005;Pública;
3138104;Estadual;3.7
3138104;Municipal;
3138104;Pública;3.7
3138203;Estadual;4.6
3138203;Municipal;4.8
3138203;Pública;4.7
3138302;Estadual;4.9
3138302;Pública;4.9
3138351;Estadual;5.1
3138351;Pública;5.1
3138401;Estadual;4.2
3138401;Municipal;4.7
3138401;Pública;4.4
3138500;Estadual;5.1
3138500;Pública;5.1
3138609;Estadual;4.2
3138609;Municipal;
3138609;Pública;4.2
3138625;Estadual;4.6
3138625;Pública;4.6
3138658;Estadual;4.7
3138658;Municipal;4.7
3138658;Pública;4.7
3138674;Estadual;4.8
3138674;Pública;4.8
3138682;Estadual;4.2
3138682;Pública;4.3
3138708;Estadual;5.2
3138708;Pública;5.2
3138807;Estadual;4.4
3138807;Municipal;4.8
3138807;Pública;4.5
3138906;Estadual;4.5
3138906;Pública;4.5
3139003;Estadual;4.6
3139003;Pública;4.6
3139102;Estadual;4.5
3139102;Pública;4.5
3139201;Estadual;4.2
3139201;Municipal;
3139201;Pública;4.2
3139250;Estadual;5.3
3139250;Pública;5.3
3139300;Estadual;4.1
3139300;Municipal;2.7
3139300;Pública;3.8
3139409;Estadual;4.5
3139409;Municipal;4.3
3139409;Pública;4.5
3139508;Estadual;4.5
3139508;Municipal;4.4
3139508;Pública;4.4
3139607;Estadual;4.6
3139607;Municipal;5.5
3139607;Pública;4.9
3139706;Estadual;4.8
3139706;Municipal;3.3
3139706;Pública;3.8
3139805;Estadual;5.1
3139805;Municipal;
3139805;Pública;5.0
3139904;Estadual;
3139904;Municipal;5.5
3139904;Pública;5.5
3140001;Estadual;4.2
3140001;Municipal;3.8
3140001;Pública;4.0
3140100;Estadual;4.6
3140100;Pública;4.6
3140159;Estadual;4.1
3140159;Pública;4.1
3140209;Municipal;5.4
3140209;Pública;5.4
3140308;Estadual;4.3
3140308;Pública;4.3
3140407;Estadual;5.3
3140407;Pública;5.3
3140506;Estadual;5.2
3140506;Municipal;3.9
3140506;Pública;4.8
3140530;Estadual;
3140530;Municipal;5.1
3140530;Pública;5.1
3140555;Estadual;4.2
3140555;Municipal;4.5
3140555;Pública;4.2
3140605;Estadual;4.7
3140605;Municipal;
3140605;Pública;4.7
3140704;Estadual;
3140704;Municipal;4.5
3140704;Pública;4.5
3140803;Estadual;
3140803;Municipal;
3140803;Pública;
3140852;Estadual;4.1
3140852;Municipal;3.8
3140852;Pública;3.9
3140902;Estadual;4.4
3140902;Municipal;
3140902;Pública;4.4
3141009;Estadual;5.3
3141009;Pública;5.3
3141108;Estadual;4.5
3141108;Municipal;4.3
3141108;Pública;4.5
3141207;Estadual;4.6
3141207;Municipal;
3141207;Pública;4.6
3141306;Municipal;4.8
3141306;Pública;4.8
3141405;Estadual;4.1
3141405;Pública;4.1
3141504;Estadual;5.3
3141504;Pública;5.3
3141603;Estadual;4.1
3141603;Pública;4.1
3141702;Estadual;4.5
3141702;Municipal;
3141702;Pública;4.5
3141801;Estadual;5.0
3141801;Municipal;4.6
3141801;Pública;4.9
3141900;Estadual;5.4
3141900;Pública;5.4
3142007;Estadual;4.5
3142007;Municipal;
3142007;Pública;4.5
3142106;Estadual;5.3
3142106;Municipal;
3142106;Pública;5.3
3142205;Estadual;4.8
3142205;Municipal;
3142205;Pública;4.8
3142254;Estadual;4.2
3142254;Pública;4.4
3142304;Estadual;3.9
3142304;Pública;3.9
3142403;Estadual;5.6
3142403;Pública;5.6
3142502;Estadual;4.6
3142502;Municipal;
3142502;Pública;4.6
3142601;Estadual;5.0
3142601;Municipal;5.4
3142601;Pública;5.3
3142700;Estadual;4.5
3142700;Municipal;4.6
3142700;Pública;4.5
3142809;Estadual;4.3
3142809;Municipal;5.2
3142809;Pública;4.6
3142908;Estadual;4.9
3142908;Municipal;
3142908;Pública;4.9
3143005;Estadual;4.8
3143005;Municipal;
3143005;Pública;4.8
3143104;Estadual;5.3
3143104;Municipal;5.0
3143104;Pública;5.2
3143153;Estadual;4.0
3143153;Pública;4.0
3143203;Estadual;4.9
3143203;Pública;4.9
3143302;Estadual;4.9
3143302;Municipal;5.2
3143302;Pública;5.0
3143401;Estadual;
3143401;Municipal;4.8
3143401;Pública;4.8
3143450;Estadual;4.8
3143450;Pública;4.8
3143500;Estadual;5.7
3143500;Municipal;4.1
3143500;Pública;4.5
3143609;Municipal;4.3
3143609;Pública;4.3
3143708;Estadual;4.0
3143708;Pública;4.0
3143807;Estadual;4.2
3143807;Pública;4.2
3143906;Estadual;5.2
3143906;Municipal;5.4
3143906;Pública;5.3
3144003;Estadual;5.3
3144003;Municipal;
3144003;Pública;5.3
3144102;Estadual;4.9
3144102;Pública;4.9
3144201;Estadual;5.1
3144201;Pública;5.1
3144300;Estadual;4.3
3144300;Municipal;3.5
3144300;Pública;4.2
3144359;Estadual;4.5
3144359;Pública;4.5
3144375;Estadual;4.5
3144375;Pública;4.5
3144409;Estadual;5.0
3144409;Pública;5.0
3144508;Estadual;4.2
3144508;Pública;4.2
3144607;Estadual;4.1
3144607;Pública;4.1
3144656;Estadual;4.3
3144656;Pública;4.3
3144672;Estadual;4.4
3144672;Pública;4.4
3144706;Estadual;4.6
3144706;Pública;4.6
3144805;Estadual;4.0
3144805;Municipal;5.0
3144805;Pública;4.2
3144904;Estadual;4.4
3144904;Pública;4.4
3145000;Estadual;5.6
3145000;Municipal;5.8
3145000;Pública;5.8
3145059;Estadual;3.8
3145059;Municipal;
3145059;Pública;4.3
3145109;Estadual;5.0
3145109;Municipal;5.8
3145109;Pública;5.1
3145208;Estadual;5.2
3145208;Municipal;5.0
3145208;Pública;5.1
3145307;Estadual;3.9
3145307;Municipal;5.2
3145307;Pública;4.2
3145356;Estadual;4.4
3145356;Municipal;
3145356;Pública;4.4
3145372;Estadual;4.5
3145372;Pública;4.6
3145406;Municipal;4.4
3145406;Pública;4.4
3145455;Estadual;4.3
3145455;Pública;4.3
3145505;Municipal;5.2
3145505;Pública;5.2
3145604;Estadual;4.1
3145604;Municipal;4.8
3145604;Pública;4.3
3145703;Municipal;5.5
3145703;Pública;5.5
3145802;Estadual;4.9
3145802;Pública;4.9
3145851;Municipal;4.4
3145851;Pública;4.4
3145877;Municipal;
3145877;Pública;
3145901;Estadual;4.4
3145901;Municipal;4.9
3145901;Pública;4.9
3146008;Estadual;5.4
3146008;Pública;5.4
3146107;Estadual;4.5
3146107;Municipal;4.6
3146107;Pública;4.6
3146206;Estadual;4.2
3146206;Municipal;
3146206;Pública;4.2
3146255;Estadual;4.1
3146255;Pública;4.1
3146305;Estadual;4.1
3146305;Municipal;
3146305;Pública;4.2
3146404;Estadual;4.8
3146404;Pública;4.8
3146503;Estadual;5.2
3146503;Pública;5.2
3146552;Estadual;4.9
3146552;Municipal;
3146552;Pública;5.0
3146602;Municipal;5.1
3146602;Pública;5.1
3146701;Estadual;4.0
3146701;Pública;4.0
3146750;Estadual;4.5
3146750;Municipal;
3146750;Pública;4.5
3146909;Estadual;4.3
3146909;Pública;4.3
3147006;Estadual;4.4
3147006;Municipal;4.3
3147006;Pública;4.4
3147105;Estadual;5.1
3147105;Municipal;4.9
3147105;Pública;5.1
3147204;Estadual;4.5
3147204;Municipal;5.3
3147204;Pública;4.6
3147303;Estadual;5.0
3147303;Municipal;
3147303;Pública;5.0
3147402;Estadual;4.7
3147402;Municipal;4.8
3147402;Pública;4.7
3147501;Estadual;5.3
3147501;Pública;5.3
3147600;Estadual;4.8
3147600;Pública;4.8
3147709;Estadual;4.4
3147709;Municipal;5.4
3147709;Pública;4.6
3147808;Municipal;5.2
3147808;Pública;5.2
3147907;Estadual;4.8
3147907;Municipal;5.3
3147907;Pública;4.9
3147956;Estadual;5.1
3147956;Municipal;5.5
3147956;Pública;5.4
3148004;Estadual;4.9
3148004;Municipal;5.4
3148004;Pública;5.0
3148103;Estadual;4.9
3148103;Municipal;5.6
3148103;Pública;5.0
3148202;Estadual;4.8
3148202;Pública;4.8
3148301;Estadual;4.9
3148301;Pública;4.9
3148400;Estadual;3.6
3148400;Municipal;4.6
3148400;Pública;4.1
3148509;Estadual;3.7
3148509;Pública;3.7
3148608;Estadual;4.8
3148608;Pública;4.8
3148707;Estadual;4.3
3148707;Municipal;4.4
3148707;Pública;4.3
3148756;Estadual;3.7
3148756;Pública;3.7
3148806;Estadual;
3148806;Pública;
3148905;Estadual;
3148905;Municipal;5.0
3148905;Pública;5.1
3149002;Municipal;5.3
3149002;Pública;5.3
3149101;Estadual;5.1
3149101;Pública;5.1
3149150;Estadual;4.1
3149150;Pública;4.1
3149200;Estadual;5.0
3149200;Pública;5.0
3149309;Estadual;5.2
3149309;Municipal;4.1
3149309;Pública;4.6
3149408;Municipal;5.2
3149408;Pública;5.2
3149507;Municipal;5.2
3149507;Pública;5.2
3149606;Estadual;4.1
3149606;Pública;4.1
3149705;Estadual;5.0
3149705;Pública;5.0
3149804;Estadual;5.2
3149804;Pública;5.2
3149903;Estadual;5.1
3149903;Municipal;
3149903;Pública;5.1
3149952;Estadual;
3149952;Municipal;4.2
3149952;Pública;4.2
3150000;Estadual;4.4
3150000;Pública;4.4
3150109;Estadual;
3150109;Pública;
3150158;Estadual;4.7
3150158;Pública;4.7
3150208;Estadual;4.1
3150208;Pública;4.1
3150307;Estadual;4.7
3150307;Pública;4.7
3150406;Estadual;4.4
3150406;Pública;4.4
3150505;Estadual;4.4
3150505;Pública;4.4
3150539;Estadual;5.0
3150539;Pública;5.0
3150570;Estadual;4.0
3150570;Pública;4.0
3150604;Estadual;4.1
3150604;Pública;4.1
3150703;Estadual;4.8
3150703;Pública;4.8
3150802;Estadual;5.1
3150802;Pública;5.1
3150901;Estadual;5.0
3150901;Pública;5.0
3151008;Estadual;4.2
3151008;Pública;4.2
3151107;Estadual;4.1
3151107;Municipal;4.1
3151107;Pública;4.1
3151206;Estadual;4.3
3151206;Municipal;4.0
3151206;Pública;4.3
3151305;Estadual;5.1
3151305;Pública;5.1
3151404;Estadual;4.6
3151404;Municipal;4.4
3151404;Pública;4.5
3151503;Estadual;4.2
3151503;Pública;4.2
3151602;Estadual;4.0
3151602;Pública;4.0
3151701;Estadual;5.4
3151701;Pública;5.4
3151800;Estadual;4.9
3151800;Municipal;5.1
3151800;Pública;5.0
3151909;Estadual;4.8
3151909;Pública;4.9
3152006;Estadual;4.7
3152006;Municipal;4.0
3152006;Pública;4.6
3152105;Estadual;3.9
3152105;Municipal;4.5
3152105;Pública;4.2
3152131;Estadual;3.8
3152131;Pública;3.8
3152170;Estadual;4.5
3152170;Municipal;4.7
3152170;Pública;4.7
3152204;Estadual;5.3
3152204;Municipal;
3152204;Pública;5.3
3152303;Estadual;4.3
3152303;Pública;4.3
3152402;Estadual;3.9
3152402;Municipal;4.5
3152402;Pública;4.1
3152501;Estadual;4.6
3152501;Municipal;5.0
3152501;Pública;4.8
3152600;Estadual;4.5
3152600;Pública;4.5
3152709;Estadual;5.5
3152709;Pública;5.5
3152808;Estadual;4.7
3152808;Municipal;
3152808;Pública;4.7
3152907;Estadual;5.0
3152907;Pública;5.0
3153004;Estadual;4.6
3153004;Pública;4.6
3153103;Estadual;5.1
3153103;Pública;5.1
3153202;Estadual;4.0
3153202;Municipal;
3153202;Pública;4.1
3153301;Estadual;5.0
3153301;Pública;5.0
3153400;Estadual;5.3
3153400;Municipal;5.9
3153400;Pública;5.6
3153509;Estadual;4.3
3153509;Pública;4.3
3153608;Estadual;4.0
3153608;Municipal;4.6
3153608;Pública;4.1
3153707;Municipal;5.7
3153707;Pública;5.7
3153806;Estadual;5.3
3153806;Pública;5.3
3153905;Estadual;4.7
3153905;Pública;4.7
3154002;Estadual;4.7
3154002;Municipal;6.2
3154002;Pública;5.1
3154101;Estadual;3.5
3154101;Municipal;4.7
3154101;Pública;4.5
3154150;Estadual;4.6
3154150;Pública;4.6
3154200;Estadual;4.0
3154200;Municipal;
3154200;Pública;4.0
3154309;Estadual;4.3
3154309;Municipal;4.4
3154309;Pública;4.4
3154408;Municipal;4.7
3154408;Pública;4.7
3154457;Estadual;4.0
3154457;Pública;4.0
3154507;Estadual;4.9
3154507;Municipal;4.9
3154507;Pública;4.9
3154606;Estadual;4.1
3154606;Municipal;4.5
3154606;Pública;4.1
3154705;Estadual;4.3
3154705;Pública;4.3
3154804;Estadual;
3154804;Municipal;3.8
3154804;Pública;3.8
3154903;Estadual;3.6
3154903;Municipal;3.9
3154903;Pública;3.7
3155009;Estadual;4.8
3155009;Pública;4.8
3155108;Estadual;4.1
3155108;Municipal;
3155108;Pública;4.0
3155207;Estadual;5.4
3155207;Pública;5.4
3155306;Estadual;4.7
3155306;Pública;4.7
3155405;Estadual;3.8
3155405;Pública;3.8
3155504;Estadual;5.4
3155504;Municipal;5.5
3155504;Pública;5.5
3155603;Estadual;5.3
3155603;Municipal;4.1
3155603;Pública;5.0
3155702;Estadual;5.4
3155702;Municipal;5.6
3155702;Pública;5.5
3155801;Estadual;
3155801;Pública;
3155900;Municipal;4.1
3155900;Pública;4.1
3156007;Estadual;4.0
3156007;Pública;4.1
3156106;Estadual;5.1
3156106;Pública;5.1
3156205;Municipal;5.0
3156205;Pública;5.0
3156304;Estadual;4.7
3156304;Pública;4.7
3156403;Estadual;5.0
3156403;Pública;5.0
3156452;Municipal;5.2
3156452;Pública;5.2
3156502;Estadual;4.0
3156502;Pública;4.0
3156601;Estadual;5.2
3156601;Municipal;4.7
3156601;Pública;4.8
3156700;Estadual;4.3
3156700;Municipal;5.1
3156700;Pública;4.6
3156809;Estadual;4.1
3156809;Pública;4.1
3156908;Estadual;4.5
3156908;Municipal;4.8
3156908;Pública;4.6
3157005;Estadual;4.8
3157005;Municipal;
3157005;Pública;4.8
3157104;Estadual;4.1
3157104;Pública;4.1
3157203;Estadual;4.5
3157203;Municipal;5.2
3157203;Pública;5.0
3157252;Estadual;5.5
3157252;Municipal;
3157252;Pública;5.2
3157278;Municipal;4.3
3157278;Pública;4.3
3157302;Municipal;4.6
3157302;Pública;4.6
3157336;Estadual;
3157336;Municipal;4.6
3157336;Pública;3.7
3157377;Estadual;4.7
3157377;Municipal;
3157377;Pública;4.7
3157401;Estadual;5.1
3157401;Municipal;4.5
3157401;Pública;4.8
3157500;Estadual;4.2
3157500;Pública;4.2
3157609;Estadual;4.4
3157609;Pública;4.4
3157658;Estadual;4.5
3157658;Municipal;5.5
3157658;Pública;4.7
3157708;Estadual;4.6
3157708;Pública;4.6
3157807;Estadual;4.3
3157807;Municipal;4.3
3157807;Pública;4.3
3157906;Estadual;3.9
3157906;Municipal;
3157906;Pública;4.0
3158003;Estadual;4.7
3158003;Pública;4.7
3158102;Estadual;3.6
3158102;Municipal;
3158102;Pública;3.7
3158201;Estadual;4.7
3158201;Municipal;
3158201;Pública;4.7
3158300;Estadual;4.8
3158300;Pública;4.8
3158409;Municipal;4.9
3158409;Pública;4.9
3158508;Estadual;5.0
3158508;Municipal;4.1
3158508;Pública;4.5
3158607;Municipal;3.2
3158607;Pública;3.2
3158706;Municipal;4.0
3158706;Pública;4.0
3158805;Estadual;5.2
3158805;Pública;5.2
3158904;Estadual;4.2
3158904;Pública;4.2
3158953;Estadual;4.3
3158953;Pública;4.3
3159001;Estadual;4.2
3159001;Municipal;4.7
3159001;Pública;4.4
3159100;Estadual;
3159100;Municipal;4.9
3159100;Pública;4.9
3159209;Estadual;5.1
3159209;Pública;5.1
3159308;Municipal;4.0
3159308;Pública;4.0
3159357;Estadual;4.5
3159357;Pública;4.5
3159407;Estadual;5.0
3159407;Municipal;
3159407;Pública;5.2
3159506;Estadual;4.4
3159506;Municipal;
3159506;Pública;4.4
3159605;Estadual;5.7
3159605;Municipal;
3159605;Pública;5.5
3159704;Estadual;4.2
3159704;Pública;4.3
3159803;Estadual;4.6
3159803;Municipal;
3159803;Pública;4.6
3159902;Estadual;4.7
3159902;Municipal;
3159902;Pública;4.7
3160009;Estadual;4.3
3160009;Municipal;5.5
3160009;Pública;4.6
3160108;Estadual;4.7
3160108;Pública;4.7
3160207;Estadual;3.7
3160207;Pública;3.7
3160306;Estadual;4.1
3160306;Pública;4.1
3160405;Estadual;5.1
3160405;Pública;5.1
3160454;Estadual;6.1
3160454;Municipal;4.4
3160454;Pública;5.1
3160504;Estadual;6.0
3160504;Pública;6.0
3160603;Estadual;5.0
3160603;Pública;5.0
3160702;Estadual;4.2
3160702;Municipal;5.2
3160702;Pública;4.7
3160801;Estadual;4.8
3160801;Pública;4.8
3160900;Municipal;5.7
3160900;Pública;5.7
3160959;Estadual;
3160959;Municipal;
3160959;Pública;
3161007;Estadual;5.6
3161007;Pública;5.6
3161056;Estadual;4.2
3161056;Pública;4.2
3161106;Estadual;4.2
3161106;Municipal;4.7
3161106;Pública;4.4
3161205;Estadual;4.5
3161205;Municipal;
3161205;Pública;4.5
3161304;Municipal;3.9
3161304;Pública;3.9
3161403;Estadual;4.8
3161403;Pública;4.8
3161502;Estadual;5.0
3161502;Pública;5.0
3161601;Estadual;4.8
3161601;Municipal;
3161601;Pública;4.9
3161650;Estadual;4.0
3161650;Pública;4.0
3161700;Estadual;5.3
3161700;Municipal;4.4
3161700;Pública;4.9
3161809;Estadual;4.8
3161809;Pública;4.8
3161908;Estadual;4.3
3161908;Municipal;5.4
3161908;Pública;4.9
3162005;Estadual;4.8
3162005;Municipal;5.1
3162005;Pública;4.8
3162104;Estadual;4.3
3162104;Pública;4.3
3162203;Estadual;4.2
3162203;Pública;4.2
3162252;Estadual;4.5
3162252;Municipal;
3162252;Pública;4.6
3162302;Estadual;5.4
3162302;Pública;5.4
3162401;Estadual;
3162401;Municipal;5.0
3162401;Pública;5.0
3162450;Municipal;2.8
3162450;Pública;4.2
3162500;Estadual;5.1
3162500;Municipal;5.2
3162500;Pública;5.1
3162559;Estadual;4.3
3162559;Municipal;4.5
3162559;Pública;4.4
3162575;Estadual;5.2
3162575;Pública;5.2
3162609;Estadual;4.6
3162609;Pública;4.6
3162658;Estadual;4.4
3162658;Pública;4.4
3162708;Estadual;5.2
3162708;Pública;5.2
3162807;Estadual;5.2
3162807;Municipal;
3162807;Pública;5.2
3162906;Estadual;3.7
3162906;Municipal;4.2
3162906;Pública;4.0
3162922;Estadual;
3162922;Municipal;4.4
3162922;Pública;4.4
3162948;Estadual;5.2
3162948;Pública;5.2
3162955;Estadual;5.0
3162955;Municipal;4.9
3162955;Pública;5.0
3163003;Estadual;3.6
3163003;Municipal;
3163003;Pública;3.7
3163102;Estadual;4.1
3163102;Pública;4.1
3163201;Estadual;5.4
3163201;Pública;5.4
3163300;Estadual;5.0
3163300;Pública;5.0
3163409;Estadual;4.1
3163409;Pública;4.1
3163508;Estadual;4.4
3163508;Pública;4.4
3163607;Estadual;4.7
3163607;Pública;4.7
3163706;Estadual;4.9
3163706;Municipal;5.4
