CO_MUNICIPIO;REDE;VL_OBSERVADO_2023
2401909;Estadual;3.9
2401909;Municipal;4.5
2401909;Pública;4.2
2402006;Estadual;6.1
2402006;Municipal;5.2
2402006;Pública;5.4
2402105;Estadual;
2402105;Municipal;5.1
2402105;Pública;5.1
2402204;Estadual;
2402204;Municipal;4.7
2402204;Pública;4.7
2402303;Estadual;4.8
2402303;Municipal;5.0
2402303;Pública;4.9
2402402;Estadual;
2402402;Municipal;5.7
2402402;Pública;5.7
2402501;Estadual;5.6
2402501;Municipal;5.2
2402501;Pública;5.3
2402600;Estadual;4.5
2402600;Municipal;4.2
2402600;Pública;4.3
2402709;Municipal;5.3
2402709;Pública;5.3
2402808;Estadual;
2402808;Municipal;4.7
2402808;Pública;4.7
2402907;Estadual;
2402907;Municipal;4.4
2402907;Pública;4.4
2403004;Estadual;7.0
2403004;Municipal;6.8
2403004;Pública;6.9
2403103;Estadual;5.1
2403103;Municipal;5.7
2403103;Pública;5.6
2403202;Estadual;
2403202;Municipal;6.4
2403202;Pública;6.4
2403251;Estadual;
2403251;Municipal;4.8
2403251;Pública;4.8
2403301;Estadual;
2403301;Municipal;5.5
2403301;Pública;5.5
2403400;Estadual;
2403400;Municipal;5.9
2403400;Pública;5.9
2403509;Estadual;3.3
2403509;Municipal;3.7
2403509;Pública;3.6
2403608;Estadual;4.2
2403608;Municipal;4.5
2403608;Pública;4.4
2403707;Estadual;
2403707;Municipal;5.4
2403707;Pública;5.4
2403756;Estadual;
2403756;Municipal;3.8
2403756;Pública;3.9
2403806;Estadual;4.3
2403806;Municipal;4.7
2403806;Pública;4.5
2403905;Estadual;
2403905;Municipal;5.1
2403905;Pública;5.1
2404002;Estadual;5.6
2404002;Municipal;4.2
2404002;Pública;4.8
2404101;Estadual;
2404101;Municipal;4.4
2404101;Pública;4.4
2404200;Municipal;4.6
2404200;Pública;4.6
2404309;Estadual;5.6
2404309;Municipal;4.1
2404309;Pública;4.5
2404408;Estadual;5.4
2404408;Municipal;4.7
2404408;Pública;5.0
2404507;Estadual;
2404507;Municipal;4.8
2404507;Pública;4.8
2404606;Municipal;4.5
2404606;Pública;4.5
2404705;Estadual;4.5
2404705;Municipal;4.6
2404705;Pública;4.7
2404804;Municipal;7.6
2404804;Pública;7.6
2404853;Estadual;
2404853;Municipal;5.0
2404853;Pública;5.0
2404903;Estadual;5.1
2404903;Municipal;5.3
2404903;Pública;5.2
2405009;Estadual;5.9
2405009;Municipal;5.8
2405009;Pública;5.8
2405108;Estadual;5.1
2405108;Municipal;4.3
2405108;Pública;4.5
2405207;Estadual;5.5
2405207;Municipal;4.9
2405207;Pública;5.2
2405306;Municipal;4.7
2405306;Pública;4.7
2405405;Estadual;5.2
2405405;Municipal;3.5
2405405;Pública;4.0
2405504;Estadual;
2405504;Municipal;
2405504;Pública;
2405603;Estadual;5.2
2405603;Municipal;4.6
2405603;Pública;4.8
2405702;Estadual;6.8
2405702;Municipal;5.6
2405702;Pública;6.0
2405801;Estadual;
2405801;Municipal;4.3
2405801;Pública;4.3
2405900;Estadual;
2405900;Municipal;4.1
2405900;Pública;4.1
2406007;Estadual;
2406007;Municipal;5.1
2406007;Pública;5.1
2406106;Estadual;
2406106;Municipal;4.9
2406106;Pública;4.9
2406155;Municipal;4.5
2406155;Pública;4.5
2406205;Estadual;5.1
2406205;Municipal;
2406205;Pública;4.1
2406304;Estadual;
2406304;Municipal;3.7
2406304;Pública;3.7
2406403;Estadual;
2406403;Municipal;4.0
2406403;Pública;4.0
2406502;Estadual;
2406502;Municipal;5.6
2406502;Pública;5.6
2406601;Estadual;4.0
2406601;Municipal;4.2
2406601;Pública;4.2
2406700;Estadual;3.4
2406700;Municipal;4.7
2406700;Pública;4.6
2406809;Estadual;
2406809;Municipal;4.1
2406809;Pública;4.1
2406908;Estadual;6.3
2406908;Municipal;4.9
2406908;Pública;5.5
2407005;Estadual;5.8
2407005;Municipal;4.8
2407005;Pública;5.0
2407104;Estadual;5.0
2407104;Municipal;4.3
2407104;Pública;4.4
2407203;Estadual;4.8
2407203;Municipal;4.2
2407203;Pública;4.4
2407252;Municipal;4.3
2407252;Pública;4.3
2407302;Estadual;5.0
2407302;Municipal;3.7
2407302;Pública;4.6
2407401;Estadual;6.5
2407401;Municipal;5.2
2407401;Pública;5.7
2407500;Estadual;
2407500;Municipal;4.3
2407500;Pública;4.3
2407609;Estadual;
2407609;Municipal;5.0
2407609;Pública;5.1
2407708;Estadual;
2407708;Municipal;4.9
2407708;Pública;4.9
2407807;Estadual;
2407807;Municipal;4.9
2407807;Pública;4.9
2407906;Estadual;
2407906;Municipal;4.2
2407906;Pública;4.2
2408003;Estadual;5.1
2408003;Municipal;5.6
2408003;Pública;5.5
2408102;Federal;6.8
2408102;Estadual;4.8
2408102;Municipal;4.5
2408102;Pública;4.6
2408201;Estadual;
2408201;Municipal;4.6
2408201;Pública;4.7
2408300;Estadual;4.6
2408300;Municipal;4.1
2408300;Pública;4.2
2408409;Estadual;
2408409;Municipal;4.1
2408409;Pública;4.1
2408508;Estadual;
2408508;Municipal;6.0
2408508;Pública;6.0
2408607;Municipal;5.3
2408607;Pública;5.3
2408706;Estadual;
2408706;Municipal;
2408706;Pública;
2408805;Estadual;4.0
2408805;Municipal;5.0
2408805;Pública;4.9
2408904;Estadual;6.1
2408904;Municipal;4.8
2408904;Pública;5.5
2408953;Estadual;
2408953;Municipal;3.6
2408953;Pública;3.6
2409100;Estadual;4.8
2409100;Municipal;5.0
2409100;Pública;5.0
2409209;Estadual;
2409209;Municipal;4.5
2409209;Pública;4.5
2409308;Estadual;5.8
2409308;Municipal;5.3
2409308;Pública;5.5
2409332;Estadual;
2409332;Municipal;4.1
2409332;Pública;4.1
2409407;Estadual;5.5
2409407;Municipal;5.2
2409407;Pública;5.4
2409506;Municipal;
2409506;Pública;
2409605;Municipal;4.3
2409605;Pública;4.3
2409704;Estadual;3.8
2409704;Municipal;3.8
2409704;Pública;3.8
2409803;Estadual;4.6
2409803;Municipal;3.8
2409803;Pública;4.1
2409902;Estadual;4.7
2409902;Municipal;4.4
2409902;Pública;4.5
2410009;Estadual;5.2
2410009;Municipal;4.4
2410009;Pública;4.7
2410108;Estadual;
2410108;Municipal;3.7
2410108;Pública;3.7
2410207;Estadual;6.3
2410207;Municipal;5.0
2410207;Pública;5.2
2410256;Municipal;4.8
2410256;Pública;4.8
2410306;Estadual;
2410306;Municipal;4.3
2410306;Pública;4.3
2410405;Estadual;4.3
2410405;Municipal;3.9
2410405;Pública;4.0
2410504;Estadual;5.3
2410504;Municipal;5.3
2410504;Pública;5.3
2410603;Estadual;
2410603;Municipal;6.0
2410603;Pública;6.0
2410702;Estadual;3.7
2410702;Municipal;5.7
2410702;Pública;5.2
2410801;Municipal;4.9
2410801;Pública;4.9
2410900;Estadual;4.7
2410900;Municipal;4.3
2410900;Pública;4.4
2411007;Estadual;5.0
2411007;Municipal;5.2
2411007;Pública;5.0
2411056;Estadual;5.5
2411056;Municipal;5.0
2411056;Pública;5.2
2411106;Municipal;5.3
2411106;Pública;5.3
2411205;Estadual;5.5
2411205;Municipal;4.8
2411205;Pública;4.9
2411403;Estadual;5.7
2411403;Municipal;4.3
2411403;Pública;4.8
2411429;Municipal;5.4
2411429;Pública;5.4
2411502;Estadual;5.2
2411502;Municipal;4.3
2411502;Pública;4.9
2411601;Estadual;
2411601;Municipal;4.2
2411601;Pública;4.2
2411700;Estadual;
2411700;Municipal;4.7
2411700;Pública;4.7
2411809;Estadual;
2411809;Municipal;
2411809;Pública;
2411908;Estadual;
2411908;Municipal;5.8
2411908;Pública;5.8
2412005;Estadual;4.6
2412005;Municipal;4.5
2412005;Pública;4.5
2412104;Estadual;5.0
2412104;Municipal;7.0
2412104;Pública;6.3
2412203;Estadual;
2412203;Municipal;4.4
2412203;Pública;4.5
2412302;Estadual;4.8
2412302;Municipal;4.3
2412302;Pública;4.5
2412401;Municipal;5.1
2412401;Pública;5.1
2412500;Estadual;
2412500;Municipal;5.6
2412500;Pública;5.6
2412559;Municipal;4.8
2412559;Pública;4.8
2412609;Estadual;
2412609;Municipal;4.2
2412609;Pública;4.2
2412708;Estadual;4.5
2412708;Municipal;
2412708;Pública;4.3
2412807;Estadual;
2412807;Municipal;4.7
2412807;Pública;4.7
2412906;Estadual;4.1
2412906;Municipal;3.8
2412906;Pública;3.9
2413003;Estadual;5.4
2413003;Municipal;
2413003;Pública;5.2
2413102;Estadual;4.6
2413102;Municipal;
2413102;Pública;3.9
2413201;Municipal;4.2
2413201;Pública;4.2
2413300;Estadual;3.7
2413300;Municipal;5.5
2413300;Pública;4.9
2413359;Municipal;4.4
2413359;Pública;4.4
2413409;Municipal;
2413409;Pública;
2413508;Estadual;
2413508;Municipal;6.2
2413508;Pública;6.2
2413557;Estadual;5.6
2413557;Municipal;4.6
2413557;Pública;5.0
2413607;Estadual;
2413607;Municipal;5.3
2413607;Pública;5.3
2413706;Municipal;5.0
2413706;Pública;5.0
2413805;Municipal;5.6
2413805;Pública;5.6
2413904;Estadual;4.4
2413904;Municipal;3.8
2413904;Pública;4.2
2414001;Estadual;4.7
2414001;Municipal;4.4
2414001;Pública;4.5
2414100;Estadual;6.4
2414100;Municipal;5.8
2414100;Pública;6.0
2414159;Municipal;4.9
2414159;Pública;4.9
2414209;Estadual;
2414209;Municipal;4.6
2414209;Pública;4.6
2414308;Estadual;
2414308;Municipal;4.4
2414308;Pública;4.4
2414407;Estadual;5.0
2414407;Municipal;4.4
2414407;Pública;4.4
2414456;Estadual;4.4
2414456;Municipal;
2414456;Pública;4.4
2414506;Estadual;5.6
2414506;Municipal;5.1
2414506;Pública;5.3
2414605;Estadual;4.7
2414605;Municipal;4.7
2414605;Pública;4.7
2414704;Estadual;
2414704;Municipal;3.9
2414704;Pública;3.9
2414753;Estadual;
2414753;Municipal;4.7
2414753;Pública;4.7
2414803;Estadual;
2414803;Municipal;5.2
2414803;Pública;5.2
2414902;Municipal;5.4
2414902;Pública;5.4
2415008;Estadual;
2415008;Municipal;4.2
2415008;Pública;4.2
2500106;Municipal;7.0
2500106;Pública;7.0
2500205;Estadual;
2500205;Municipal;6.0
2500205;Pública;6.0
2500304;Estadual;4.2
2500304;Municipal;4.9
2500304;Pública;4.8
2500403;Estadual;5.7
2500403;Municipal;5.1
2500403;Pública;5.2
2500502;Estadual;
2500502;Municipal;4.9
2500502;Pública;4.9
2500536;Municipal;5.5
2500536;Pública;5.5
2500577;Municipal;4.8
2500577;Pública;4.8
2500601;Estadual;
2500601;Municipal;4.2
2500601;Pública;4.2
2500700;Estadual;
2500700;Municipal;4.7
2500700;Pública;4.7
2500734;Estadual;
2500734;Municipal;5.7
2500734;Pública;5.7
2500775;Municipal;5.1
2500775;Pública;5.1
2500809;Estadual;
2500809;Municipal;4.4
2500809;Pública;4.4
2500908;Estadual;
2500908;Municipal;5.1
2500908;Pública;5.1
2501005;Estadual;
2501005;Municipal;5.2
2501005;Pública;5.2
2501104;Estadual;4.9
2501104;Municipal;5.1
2501104;Pública;5.0
2501153;Estadual;
2501153;Municipal;4.8
2501153;Pública;4.8
2501203;Estadual;
2501203;Municipal;6.1
2501203;Pública;6.1
2501302;Estadual;
2501302;Municipal;5.3
2501302;Pública;5.3
2501351;Estadual;
2501351;Municipal;4.9
2501351;Pública;4.9
2501401;Estadual;
2501401;Municipal;
2501401;Pública;
2501500;Estadual;
2501500;Municipal;4.7
2501500;Pública;4.7
2501534;Estadual;
2501534;Municipal;6.5
2501534;Pública;6.5
2501575;Estadual;
2501575;Municipal;5.2
2501575;Pública;5.2
2501609;Estadual;
2501609;Municipal;
2501609;Pública;
2501708;Estadual;
2501708;Municipal;6.2
2501708;Pública;6.2
2501807;Estadual;4.5
2501807;Municipal;4.7
2501807;Pública;4.7
2501906;Estadual;
2501906;Municipal;4.5
2501906;Pública;4.5
2502003;Estadual;
2502003;Municipal;4.8
2502003;Pública;4.8
2502052;Municipal;5.5
2502052;Pública;5.5
2502102;Estadual;
2502102;Municipal;4.0
2502102;Pública;4.0
2502151;Estadual;
2502151;Municipal;6.0
2502151;Pública;6.0
2502201;Municipal;5.0
2502201;Pública;5.0
2502300;Estadual;
2502300;Municipal;5.5
2502300;Pública;5.5
2502409;Estadual;
2502409;Municipal;5.4
2502409;Pública;5.4
2502508;Estadual;
2502508;Municipal;5.0
2502508;Pública;5.0
2502607;Estadual;
2502607;Municipal;4.8
2502607;Pública;4.8
2502706;Estadual;
2502706;Municipal;4.0
2502706;Pública;4.0
2502805;Estadual;
2502805;Municipal;5.9
2502805;Pública;5.9
2502904;Estadual;
2502904;Municipal;5.3
2502904;Pública;5.3
2503001;Estadual;
2503001;Municipal;4.2
2503001;Pública;4.2
2503100;Municipal;7.7
2503100;Pública;7.7
2503209;Estadual;
2503209;Municipal;5.7
2503209;Pública;5.7
2503308;Estadual;
2503308;Municipal;4.7
2503308;Pública;4.7
2503407;Municipal;5.5
2503407;Pública;5.5
2503506;Estadual;
2503506;Municipal;5.4
2503506;Pública;5.4
2503555;Municipal;4.2
2503555;Pública;4.2
2503605;Estadual;
2503605;Municipal;4.7
2503605;Pública;4.7
2503704;Estadual;7.0
2503704;Municipal;5.7
2503704;Pública;5.8
2503753;Municipal;5.0
2503753;Pública;5.0
2503803;Estadual;
2503803;Municipal;5.0
2503803;Pública;5.0
2503902;Estadual;
2503902;Municipal;5.8
2503902;Pública;5.8
2504009;Estadual;5.7
2504009;Municipal;5.4
2504009;Pública;5.4
2504033;Estadual;
2504033;Municipal;5.0
2504033;Pública;5.0
2504074;Municipal;6.0
2504074;Pública;6.0
2504108;Estadual;
2504108;Municipal;6.7
2504108;Pública;6.7
2504157;Municipal;6.0
2504157;Pública;6.0
2504207;Estadual;
2504207;Municipal;4.7
2504207;Pública;4.7
2504306;Estadual;
2504306;Municipal;5.1
2504306;Pública;5.1
2504355;Municipal;5.3
2504355;Pública;5.3
2504405;Estadual;4.8
2504405;Municipal;4.7
2504405;Pública;4.8
2504504;Estadual;
2504504;Municipal;4.7
2504504;Pública;4.7
2504603;Estadual;
2504603;Municipal;6.4
2504603;Pública;6.4
2504702;Estadual;
2504702;Municipal;6.5
2504702;Pública;6.5
2504801;Estadual;
2504801;Municipal;4.7
2504801;Pública;4.7
2504850;Municipal;8.2
2504850;Pública;8.2
2504900;Estadual;
2504900;Municipal;4.2
2504900;Pública;4.3
2505006;Estadual;
2505006;Municipal;7.1
2505006;Pública;7.1
2505105;Estadual;
2505105;Municipal;6.3
2505105;Pública;6.3
2505204;Estadual;
2505204;Municipal;4.9
2505204;Pública;4.9
2505238;Estadual;
2505238;Municipal;5.0
2505238;Pública;5.0
2505279;Municipal;5.0
2505279;Pública;5.0
2505303;Estadual;
2505303;Municipal;5.3
2505303;Pública;5.3
2505352;Municipal;6.1
2505352;Pública;6.1
2505402;Estadual;6.0
2505402;Municipal;4.2
2505402;Pública;4.8
2505501;Municipal;
2505501;Pública;
2505600;Estadual;
2505600;Municipal;4.3
2505600;Pública;4.3
2505709;Estadual;
2505709;Municipal;5.6
2505709;Pública;5.6
2505808;Estadual;
2505808;Municipal;5.2
2505808;Pública;5.2
2505907;Estadual;
2505907;Municipal;4.4
2505907;Pública;4.4
2506004;Estadual;
2506004;Municipal;5.8
2506004;Pública;5.8
2506103;Estadual;
2506103;Municipal;4.0
2506103;Pública;4.0
2506202;Municipal;5.6
2506202;Pública;5.6
2506251;Estadual;
2506251;Municipal;6.6
2506251;Pública;6.6
2506301;Estadual;
2506301;Municipal;5.1
2506301;Pública;5.1
2506400;Estadual;
2506400;Municipal;4.5
2506400;Pública;4.5
2506509;Estadual;
2506509;Municipal;5.8
2506509;Pública;5.8
2506608;Estadual;3.5
2506608;Municipal;6.1
2506608;Pública;5.5
2506707;Estadual;4.4
2506707;Municipal;5.0
2506707;Pública;4.7
2506806;Estadual;
2506806;Municipal;5.0
2506806;Pública;5.0
2506905;Estadual;6.0
2506905;Municipal;4.8
2506905;Pública;5.1
2507002;Estadual;
2507002;Municipal;4.7
2507002;Pública;4.7
2507101;Estadual;
2507101;Municipal;5.3
2507101;Pública;5.3
2507200;Estadual;
2507200;Municipal;4.5
2507200;Pública;4.5
2507309;Estadual;
2507309;Municipal;4.7
2507309;Pública;4.7
2507408;Estadual;
2507408;Municipal;5.1
2507408;Pública;5.1
2507507;Federal;
2507507;Estadual;5.0
2507507;Municipal;5.2
2507507;Pública;5.2
2507606;Estadual;
2507606;Municipal;5.5
2507606;Pública;5.5
2507705;Estadual;
2507705;Municipal;4.7
2507705;Pública;4.7
2507804;Estadual;
2507804;Municipal;5.2
2507804;Pública;5.2
2507903;Estadual;5.1
2507903;Municipal;4.9
2507903;Pública;4.9
2508000;Estadual;
2508000;Municipal;6.3
2508000;Pública;6.3
2508109;Estadual;
2508109;Municipal;5.1
2508109;Pública;5.1
2508208;Estadual;
2508208;Municipal;4.2
2508208;Pública;4.2
2508307;Municipal;5.4
2508307;Pública;5.4
2508406;Estadual;
2508406;Municipal;5.6
2508406;Pública;5.6
2508505;Estadual;
2508505;Municipal;5.8
2508505;Pública;5.8
2508554;Estadual;
2508554;Municipal;6.8
2508554;Pública;6.8
2508604;Estadual;
2508604;Municipal;4.3
2508604;Pública;4.3
2508703;Municipal;5.5
2508703;Pública;5.5
2508802;Estadual;
2508802;Municipal;5.8
2508802;Pública;5.8
2508901;Estadual;
2508901;Municipal;6.2
2508901;Pública;6.2
2509008;Estadual;4.9
2509008;Municipal;6.1
2509008;Pública;5.5
2509057;Municipal;4.0
2509057;Pública;4.0
2509107;Estadual;
2509107;Municipal;4.9
2509107;Pública;4.9
2509156;Estadual;
2509156;Municipal;5.6
2509156;Pública;5.6
2509206;Estadual;
2509206;Municipal;4.9
2509206;Pública;4.9
2509305;Estadual;
2509305;Municipal;5.4
2509305;Pública;5.4
2509339;Estadual;
2509339;Municipal;5.2
2509339;Pública;5.2
2509370;Municipal;5.1
2509370;Pública;5.1
2509396;Estadual;
2509396;Municipal;5.1
2509396;Pública;5.1
2509404;Estadual;
2509404;Municipal;4.9
2509404;Pública;4.9
2509503;Estadual;
2509503;Municipal;5.8
2509503;Pública;5.8
2509602;Estadual;
2509602;Municipal;5.4
2509602;Pública;5.4
2509701;Estadual;
2509701;Municipal;6.8
2509701;Pública;6.8
2509800;Estadual;4.9
2509800;Municipal;4.2
2509800;Pública;4.5
2509909;Estadual;
2509909;Municipal;4.7
2509909;Pública;4.7
2510006;Estadual;4.9
2510006;Municipal;5.9
2510006;Pública;5.8
2510105;Estadual;6.2
2510105;Municipal;5.3
2510105;Pública;5.5
2510204;Estadual;
2510204;Municipal;4.2
2510204;Pública;4.2
2510303;Estadual;
2510303;Municipal;6.1
2510303;Pública;6.1
2510402;Estadual;4.9
2510402;Municipal;4.5
2510402;Pública;4.6
2510501;Municipal;5.7
2510501;Pública;5.7
2510600;Estadual;
2510600;Municipal;5.2
2510600;Pública;5.2
2510659;Municipal;6.2
2510659;Pública;6.2
2510709;Municipal;5.0
2510709;Pública;5.0
2510808;Estadual;
2510808;Municipal;6.0
2510808;Pública;6.0
2510907;Estadual;
2510907;Municipal;6.0
2510907;Pública;6.0
2511004;Estadual;
2511004;Municipal;5.2
2511004;Pública;5.2
2511103;Estadual;
2511103;Municipal;5.9
2511103;Pública;5.9
2511202;Estadual;
2511202;Municipal;5.1
2511202;Pública;5.1
2511301;Estadual;4.1
2511301;Municipal;4.6
2511301;Pública;4.6
2511400;Estadual;
2511400;Municipal;5.8
2511400;Pública;5.8
2511509;Estadual;4.4
2511509;Municipal;4.8
2511509;Pública;4.7
2511608;Estadual;
2511608;Municipal;4.9
2511608;Pública;4.9
2511707;Estadual;
2511707;Municipal;4.5
2511707;Pública;4.5
2511806;Estadual;
2511806;Municipal;4.2
2511806;Pública;4.2
2511905;Estadual;
2511905;Municipal;5.1
2511905;Pública;5.1
2512002;Estadual;
2512002;Municipal;4.8
2512002;Pública;4.8
2512036;Municipal;6.2
2512036;Pública;6.2
2512077;Municipal;5.3
2512077;Pública;5.3
2512101;Estadual;
2512101;Municipal;7.0
2512101;Pública;7.0
2512200;Estadual;
2512200;Municipal;5.6
2512200;Pública;5.6
2512309;Estadual;5.7
2512309;Municipal;7.6
2512309;Pública;7.4
2512408;Estadual;
2512408;Municipal;5.6
2512408;Pública;5.6
2512507;Estadual;
2512507;Municipal;7.9
2512507;Pública;7.9
2512606;Estadual;
2512606;Municipal;5.5
2512606;Pública;5.5
2512705;Estadual;
2512705;Municipal;5.1
2512705;Pública;5.1
2512721;Estadual;
2512721;Municipal;3.9
2512721;Pública;3.9
2512747;Estadual;
2512747;Municipal;6.7
2512747;Pública;6.7
2512754;Estadual;
2512754;Municipal;4.1
2512754;Pública;4.1
2512762;Municipal;3.6
2512762;Pública;3.6
2512788;Municipal;3.9
2512788;Pública;3.9
2512804;Estadual;
2512804;Municipal;5.8
2512804;Pública;5.8
2512903;Estadual;4.1
2512903;Municipal;5.1
2512903;Pública;4.9
2513000;Municipal;5.8
2513000;Pública;5.8
2513109;Estadual;
2513109;Municipal;4.3
2513109;Pública;4.3
2513158;Municipal;4.7
2513158;Pública;4.7
2513208;Estadual;5.6
2513208;Municipal;6.4
2513208;Pública;6.0
2513307;Estadual;
2513307;Municipal;5.8
2513307;Pública;5.8
2513356;Municipal;5.1
2513356;Pública;5.1
2513406;Estadual;6.6
2513406;Municipal;5.1
2513406;Pública;5.6
2513505;Estadual;
2513505;Municipal;4.7
2513505;Pública;4.7
2513604;Estadual;
2513604;Municipal;
2513604;Pública;
2513653;Municipal;6.0
2513653;Pública;6.0
2513703;Estadual;5.1
2513703;Municipal;4.1
2513703;Pública;4.3
2513802;Estadual;
2513802;Municipal;6.1
2513802;Pública;6.1
2513851;Municipal;5.0
2513851;Pública;5.0
2513901;Estadual;
2513901;Municipal;5.7
2513901;Pública;5.7
2513927;Estadual;
2513927;Municipal;7.1
2513927;Pública;7.1
2513943;Municipal;8.0
2513943;Pública;8.0
2513968;Municipal;5.3
2513968;Pública;5.3
2513984;Municipal;6.8
2513984;Pública;6.8
2514008;Estadual;
2514008;Municipal;5.7
2514008;Pública;5.7
2514107;Municipal;4.8
2514107;Pública;4.8
2514206;Estadual;
2514206;Municipal;5.7
2514206;Pública;5.7
2514305;Estadual;
2514305;Municipal;6.6
2514305;Pública;6.6
2514404;Estadual;
2514404;Municipal;5.8
2514404;Pública;5.8
2514453;Estadual;
2514453;Municipal;4.9
2514453;Pública;4.9
2514503;Estadual;
2514503;Municipal;5.7
2514503;Pública;5.7
2514552;Estadual;
2514552;Municipal;
2514552;Pública;
2514602;Municipal;5.0
2514602;Pública;5.0
2514651;Municipal;
2514651;Pública;
2514701;Municipal;5.7
2514701;Pública;5.7
2514800;Estadual;
2514800;Municipal;5.6
2514800;Pública;5.6
2514909;Estadual;
2514909;Municipal;5.1
2514909;Pública;5.1
2515005;Estadual;
2515005;Municipal;4.1
2515005;Pública;4.1
2515104;Estadual;
2515104;Municipal;5.3
2515104;Pública;5.3
2515203;Estadual;
2515203;Municipal;6.4
2515203;Pública;6.4
2515302;Estadual;
2515302;Municipal;4.3
2515302;Pública;4.3
2515401;Estadual;
2515401;Municipal;5.6
2515401;Pública;5.6
2515500;Estadual;
2515500;Municipal;5.4
2515500;Pública;5.4
2515609;Estadual;
2515609;Municipal;4.2
2515609;Pública;4.2
2515708;Estadual;
2515708;Municipal;6.8
2515708;Pública;6.8
2515807;Estadual;
2515807;Municipal;4.5
2515807;Pública;4.5
2515906;Estadual;
2515906;Municipal;4.0
2515906;Pública;4.0
2515930;Estadual;
2515930;Municipal;4.6
2515930;Pública;4.6
2515971;Municipal;4.2
2515971;Pública;4.2
2516003;Estadual;
2516003;Municipal;5.2
2516003;Pública;5.2
2516102;Estadual;
2516102;Municipal;4.9
2516102;Pública;4.9
2516151;Estadual;
2516151;Municipal;5.8
2516151;Pública;5.8
2516201;Estadual;5.8
2516201;Municipal;6.2
2516201;Pública;6.2
2516300;Estadual;
2516300;Municipal;5.6
2516300;Pública;5.6
2516409;Estadual;
2516409;Municipal;5.1
2516409;Pública;5.1
2516508;Estadual;
2516508;Municipal;4.8
2516508;Pública;4.8
2516607;Estadual;
2516607;Municipal;5.8
2516607;Pública;5.8
2516706;Estadual;
2516706;Municipal;5.5
2516706;Pública;5.5
2516755;Municipal;4.7
2516755;Pública;4.7
2516805;Estadual;
2516805;Municipal;5.6
2516805;Pública;5.6
2516904;Estadual;
2516904;Municipal;4.7
2516904;Pública;4.9
2517001;Estadual;
2517001;Municipal;6.1
2517001;Pública;6.1
2517100;Municipal;7.1
2517100;Pública;7.1
2517209;Municipal;6.6
2517209;Pública;6.6
2517407;Municipal;6.3
2517407;Pública;6.3
2600054;Estadual;
2600054;Municipal;4.8
2600054;Pública;4.8
2600104;Estadual;
2600104;Municipal;6.1
2600104;Pública;6.1
2600203;Municipal;6.1
2600203;Pública;6.1
2600302;Estadual;
2600302;Municipal;5.5
2600302;Pública;5.5
2600401;Estadual;
2600401;Municipal;4.8
2600401;Pública;4.8
2600500;Municipal;5.1
2600500;Pública;5.0
2600609;Municipal;4.6
2600609;Pública;4.6
2600708;Estadual;
2600708;Municipal;4.0
2600708;Pública;4.0
2600807;Municipal;5.0
2600807;Pública;5.0
2600906;Municipal;4.6
2600906;Pública;4.6
2601003;Estadual;
2601003;Municipal;5.1
2601003;Pública;5.1
2601052;Estadual;
2601052;Municipal;4.5
2601052;Pública;4.5
2601102;Estadual;
2601102;Municipal;5.1
2601102;Pública;5.1
2601201;Estadual;
2601201;Municipal;5.7
2601201;Pública;5.7
2601300;Estadual;
2601300;Municipal;6.7
2601300;Pública;6.7
2601409;Estadual;
2601409;Municipal;5.0
2601409;Pública;5.0
2601508;Municipal;4.9
2601508;Pública;4.9
2601607;Municipal;4.4
2601607;Pública;4.4
2601706;Estadual;
2601706;Municipal;4.5
2601706;Pública;4.5
2601805;Municipal;7.9
2601805;Pública;7.9
2601904;Estadual;
2601904;Municipal;5.4
2601904;Pública;5.4
2602001;Estadual;
2602001;Municipal;3.9
2602001;Pública;3.9
2602100;Estadual;
2602100;Municipal;5.4
2602100;Pública;5.4
2602209;Estadual;
2602209;Municipal;5.5
2602209;Pública;5.5
2602308;Municipal;6.8
2602308;Pública;6.8
2602407;Municipal;5.3
2602407;Pública;5.3
2602506;Estadual;
2602506;Municipal;6.3
2602506;Pública;6.3
2602605;Estadual;
2602605;Municipal;4.1
2602605;Pública;4.1
2602704;Estadual;
2602704;Municipal;4.7
2602704;Pública;4.7
2602803;Estadual;
2602803;Municipal;5.1
2602803;Pública;5.1
2602902;Estadual;
2602902;Municipal;5.2
2602902;Pública;5.2
2603009;Estadual;
2603009;Municipal;5.0
2603009;Pública;4.9
2603108;Estadual;
2603108;Municipal;5.2
2603108;Pública;5.2
2603207;Estadual;
2603207;Municipal;5.4
2603207;Pública;5.4
2603306;Municipal;4.6
2603306;Pública;4.6
2603405;Estadual;
2603405;Municipal;5.9
2603405;Pública;5.9
2603454;Estadual;
2603454;Municipal;5.1
2603454;Pública;5.1
2603504;Estadual;
2603504;Municipal;5.4
2603504;Pública;5.4
2603603;Estadual;
2603603;Municipal;4.8
2603603;Pública;4.8
2603702;Estadual;
2603702;Municipal;5.2
2603702;Pública;5.2
2603801;Estadual;
2603801;Municipal;5.6
2603801;Pública;5.6
2603900;Estadual;
2603900;Municipal;6.6
2603900;Pública;6.6
2603926;Municipal;6.0
2603926;Pública;5.5
2604007;Estadual;
2604007;Municipal;5.7
2604007;Pública;5.7
2604106;Estadual;
2604106;Municipal;5.2
2604106;Pública;5.2
2604155;Municipal;8.0
2604155;Pública;8.0
2604205;Estadual;
2604205;Municipal;4.5
2604205;Pública;4.5
