CO_MUNICIPIO;REDE;VL_OBSERVADO_2023
2406403;Estadual;2.5
2406403;Pública;2.5
2406502;Estadual;3.2
2406502;Pública;3.2
2406601;Estadual;3.1
2406601;Pública;3.1
2406700;Estadual;
2406700;Federal;
2406700;Pública;4.1
2406809;Estadual;
2406809;Pública;
2406908;Estadual;
2406908;Pública;
2407005;Estadual;3.4
2407005;Pública;3.4
2407104;Estadual;3.1
2407104;Federal;
2407104;Pública;3.6
2407203;Estadual;3.5
2407203;Federal;
2407203;Pública;4.3
2407252;Estadual;3.8
2407252;Pública;3.8
2407302;Estadual;3.4
2407302;Pública;3.4
2407401;Estadual;3.6
2407401;Pública;3.6
2407500;Estadual;
2407500;Pública;
2407609;Estadual;3.4
2407609;Pública;3.4
2407708;Estadual;3.0
2407708;Pública;3.0
2407807;Estadual;
2407807;Pública;
2407906;Estadual;4.1
2407906;Pública;4.1
2408003;Estadual;3.5
2408003;Federal;
2408003;Pública;3.9
2408102;Estadual;3.1
2408102;Federal;
2408102;Pública;3.6
2408201;Estadual;3.1
2408201;Pública;3.1
2408300;Estadual;3.2
2408300;Federal;
2408300;Pública;4.2
2408409;Estadual;3.4
2408409;Pública;3.4
2408508;Estadual;
2408508;Pública;
2408607;Estadual;3.9
2408607;Pública;3.9
2408706;Estadual;3.6
2408706;Pública;3.6
2408805;Estadual;3.4
2408805;Pública;3.4
2408904;Estadual;3.6
2408904;Federal;4.9
2408904;Pública;4.3
2408953;Estadual;3.1
2408953;Pública;3.1
2409100;Estadual;3.3
2409100;Pública;3.3
2409209;Estadual;3.6
2409209;Pública;3.6
2409308;Estadual;3.3
2409308;Pública;3.3
2409332;Estadual;
2409332;Pública;
2409407;Estadual;4.1
2409407;Federal;
2409407;Pública;5.2
2409506;Estadual;3.8
2409506;Pública;3.8
2409605;Estadual;
2409605;Pública;
2409704;Estadual;
2409704;Pública;
2409803;Estadual;3.0
2409803;Pública;3.0
2409902;Estadual;3.1
2409902;Pública;3.1
2410009;Estadual;3.6
2410009;Pública;3.6
2410108;Estadual;3.6
2410108;Pública;3.6
2410207;Estadual;3.6
2410207;Pública;3.6
2410256;Estadual;3.5
2410256;Pública;3.5
2410306;Estadual;
2410306;Pública;
2410405;Estadual;
2410405;Pública;
2410504;Estadual;4.1
2410504;Pública;4.1
2410603;Estadual;4.2
2410603;Pública;4.2
2410702;Estadual;
2410702;Pública;
2410801;Estadual;3.6
2410801;Pública;3.6
2410900;Estadual;3.0
2410900;Pública;3.0
2411007;Estadual;3.5
2411007;Pública;3.5
2411056;Estadual;2.9
2411056;Pública;2.9
2411106;Estadual;3.2
2411106;Pública;3.2
2411205;Estadual;3.5
2411205;Federal;
2411205;Pública;4.4
2411403;Estadual;3.6
2411403;Pública;3.6
2411429;Estadual;4.0
2411429;Pública;4.0
2411502;Estadual;
2411502;Pública;
2411601;Estadual;4.0
2411601;Pública;4.0
2411700;Estadual;3.6
2411700;Pública;3.6
2411809;Estadual;4.6
2411809;Pública;4.6
2411908;Estadual;3.8
2411908;Pública;3.8
2412005;Estadual;2.7
2412005;Federal;
2412005;Pública;3.4
2412104;Estadual;4.1
2412104;Pública;4.1
2412203;Estadual;2.6
2412203;Pública;2.6
2412302;Estadual;
2412302;Pública;
2412401;Estadual;4.1
2412401;Pública;4.1
2412500;Estadual;
2412500;Pública;
2412559;Estadual;
2412559;Pública;
2412609;Estadual;
2412609;Federal;
2412609;Pública;4.1
2412708;Estadual;3.4
2412708;Pública;3.4
2412807;Estadual;4.1
2412807;Pública;4.1
2412906;Estadual;
2412906;Pública;
2413003;Estadual;3.3
2413003;Pública;3.3
2413102;Estadual;2.7
2413102;Pública;2.7
2413201;Estadual;3.0
2413201;Pública;3.0
2413300;Estadual;2.7
2413300;Pública;2.7
2413359;Estadual;
2413359;Pública;
2413409;Estadual;3.5
2413409;Pública;3.5
2413508;Estadual;
2413508;Pública;
2413557;Estadual;3.6
2413557;Pública;3.6
2413607;Estadual;3.8
2413607;Pública;3.8
2413706;Estadual;3.5
2413706;Pública;3.5
2413805;Estadual;3.5
2413805;Pública;3.5
2413904;Estadual;
2413904;Pública;
2414001;Estadual;3.0
2414001;Pública;3.0
2414100;Estadual;
2414100;Pública;
2414159;Estadual;3.8
2414159;Pública;3.8
2414209;Estadual;
2414209;Pública;
2414308;Estadual;3.3
2414308;Pública;3.3
2414407;Estadual;3.1
2414407;Pública;3.1
2414456;Estadual;2.9
2414456;Pública;2.9
2414506;Estadual;4.0
2414506;Pública;4.0
2414605;Estadual;3.5
2414605;Pública;3.5
2414704;Estadual;3.6
2414704;Pública;3.6
2414753;Estadual;4.5
2414753;Pública;4.5
2414803;Estadual;
2414803;Pública;
2414902;Estadual;3.4
2414902;Pública;3.4
2415008;Estadual;3.1
2415008;Pública;3.1
2500106;Estadual;4.0
2500106;Pública;4.0
2500205;Estadual;4.7
2500205;Pública;4.7
2500304;Estadual;2.5
2500304;Pública;2.5
2500403;Estadual;
2500403;Pública;
2500502;Estadual;2.9
2500502;Pública;2.9
2500536;Estadual;4.3
2500536;Pública;4.3
2500577;Estadual;3.4
2500577;Pública;3.4
2500601;Estadual;3.4
2500601;Pública;3.4
2500700;Estadual;3.8
2500700;Pública;3.8
2500734;Estadual;4.2
2500734;Pública;4.2
2500775;Estadual;3.9
2500775;Pública;3.9
2500809;Estadual;3.7
2500809;Pública;3.7
2500908;Estadual;3.8
2500908;Pública;3.8
2501005;Estadual;3.4
2501005;Pública;3.4
2501104;Estadual;3.7
2501104;Pública;3.7
2501153;Estadual;3.8
2501153;Pública;3.8
2501203;Estadual;3.9
2501203;Pública;3.9
2501302;Estadual;3.6
2501302;Pública;3.6
2501351;Estadual;4.5
2501351;Pública;4.5
2501401;Estadual;3.5
2501401;Pública;3.5
2501500;Estadual;3.0
2501500;Federal;3.9
2501500;Pública;3.2
2501534;Estadual;3.9
2501534;Pública;3.9
2501575;Estadual;3.8
2501575;Pública;3.8
2501609;Estadual;4.3
2501609;Pública;4.3
2501708;Estadual;
2501708;Pública;
2501807;Estadual;
2501807;Pública;
2501906;Estadual;3.6
2501906;Pública;3.6
2502003;Estadual;3.7
2502003;Pública;3.7
2502052;Estadual;3.3
2502052;Pública;3.3
2502102;Estadual;4.7
2502102;Pública;4.7
2502151;Estadual;4.6
2502151;Pública;4.6
2502201;Estadual;3.6
2502201;Pública;3.6
2502300;Estadual;4.4
2502300;Pública;4.4
2502409;Estadual;3.9
2502409;Pública;3.9
2502508;Estadual;3.6
2502508;Pública;3.6
2502607;Estadual;3.8
2502607;Pública;3.8
2502706;Estadual;3.9
2502706;Pública;3.9
2502805;Estadual;3.8
2502805;Pública;3.8
2502904;Estadual;3.6
2502904;Pública;3.6
2503001;Estadual;2.8
2503001;Pública;2.8
2503100;Estadual;4.6
2503100;Pública;4.6
2503209;Estadual;3.1
2503209;Federal;4.7
2503209;Pública;3.5
2503308;Estadual;
2503308;Pública;
2503407;Estadual;3.8
2503407;Pública;3.8
2503506;Estadual;3.7
2503506;Pública;3.7
2503555;Estadual;4.1
2503555;Pública;4.1
2503605;Estadual;4.5
2503605;Pública;4.5
2503704;Estadual;3.6
2503704;Federal;5.9
2503704;Pública;4.0
2503753;Estadual;4.2
2503753;Pública;4.2
2503803;Estadual;4.2
2503803;Pública;4.2
2503902;Estadual;4.9
2503902;Pública;4.9
2504009;Estadual;3.7
2504009;Federal;
2504009;Pública;3.9
2504033;Estadual;4.0
2504033;Pública;4.0
2504074;Estadual;4.1
2504074;Pública;4.1
2504108;Estadual;5.1
2504108;Pública;5.1
2504157;Estadual;
2504157;Pública;
2504207;Estadual;4.0
2504207;Pública;4.0
2504306;Estadual;4.1
2504306;Federal;5.4
2504306;Pública;4.6
2504355;Estadual;4.1
2504355;Pública;4.1
2504405;Estadual;3.4
2504405;Pública;3.4
2504504;Estadual;4.8
2504504;Pública;4.8
2504603;Estadual;
2504603;Pública;
2504702;Estadual;4.4
2504702;Pública;4.4
2504801;Estadual;4.8
2504801;Pública;4.8
2504850;Estadual;4.5
2504850;Pública;4.5
2504900;Estadual;3.4
2504900;Pública;3.4
2505006;Estadual;4.3
2505006;Pública;4.3
2505105;Estadual;3.4
2505105;Pública;3.4
2505204;Estadual;3.6
2505204;Pública;3.6
2505238;Estadual;3.8
2505238;Pública;3.8
2505279;Estadual;3.3
2505279;Pública;3.3
2505303;Estadual;4.3
2505303;Pública;4.3
2505352;Estadual;4.5
2505352;Pública;4.5
2505402;Estadual;4.1
2505402;Pública;4.1
2505501;Estadual;4.9
2505501;Pública;4.9
2505600;Estadual;4.5
2505600;Pública;4.5
2505709;Estadual;3.5
2505709;Pública;3.5
2505808;Estadual;3.8
2505808;Pública;3.8
2505907;Estadual;4.1
2505907;Pública;4.1
2506004;Estadual;3.0
2506004;Federal;
2506004;Pública;3.4
2506103;Estadual;3.5
2506103;Pública;3.5
2506202;Estadual;4.4
2506202;Pública;4.4
2506251;Estadual;4.2
2506251;Pública;4.2
2506301;Estadual;4.0
2506301;Federal;
2506301;Pública;4.4
2506400;Estadual;3.9
2506400;Pública;3.9
2506509;Estadual;3.9
2506509;Pública;3.9
2506608;Estadual;3.8
2506608;Pública;3.8
2506707;Estadual;4.0
2506707;Pública;4.0
2506806;Estadual;4.5
2506806;Pública;4.5
2506905;Estadual;3.8
2506905;Federal;
2506905;Pública;3.9
2507002;Estadual;3.5
2507002;Federal;5.4
2507002;Pública;4.0
2507101;Estadual;3.2
2507101;Pública;3.2
2507200;Estadual;
2507200;Pública;
2507309;Estadual;3.6
2507309;Pública;3.6
2507408;Estadual;4.9
2507408;Pública;4.9
2507507;Estadual;3.6
2507507;Federal;
2507507;Pública;3.7
2507606;Estadual;4.2
2507606;Pública;4.2
2507705;Estadual;4.3
2507705;Pública;4.3
2507804;Estadual;3.8
2507804;Pública;3.8
2507903;Estadual;4.3
2507903;Pública;4.3
2508000;Estadual;3.5
2508000;Pública;3.5
2508109;Estadual;3.4
2508109;Pública;3.4
2508208;Estadual;3.5
2508208;Pública;3.5
2508307;Estadual;
2508307;Pública;
2508406;Estadual;4.1
2508406;Pública;4.1
2508505;Estadual;3.6
2508505;Pública;3.6
2508554;Estadual;4.4
2508554;Pública;4.4
2508604;Estadual;3.3
2508604;Pública;3.3
2508703;Estadual;4.5
2508703;Pública;4.5
2508802;Estadual;3.9
2508802;Pública;3.9
2508901;Estadual;3.4
2508901;Pública;3.4
2509008;Estadual;3.8
2509008;Pública;3.8
2509057;Estadual;2.5
2509057;Pública;2.5
2509107;Estadual;3.4
2509107;Pública;3.4
2509156;Estadual;4.4
2509156;Pública;4.4
2509206;Estadual;2.9
2509206;Pública;2.9
2509305;Estadual;3.6
2509305;Pública;3.6
2509339;Estadual;3.3
2509339;Pública;3.3
2509370;Estadual;4.6
2509370;Pública;4.6
2509396;Estadual;3.4
2509396;Pública;3.4
2509404;Estadual;4.0
2509404;Pública;4.0
2509503;Estadual;4.2
2509503;Pública;4.2
2509602;Estadual;3.8
2509602;Pública;3.8
2509701;Estadual;4.2
2509701;Federal;
2509701;Pública;4.5
2509800;Estadual;3.6
2509800;Pública;3.6
2509909;Estadual;3.2
2509909;Pública;3.2
2510006;Estadual;4.4
2510006;Pública;4.4
2510105;Estadual;4.3
2510105;Pública;4.3
2510204;Estadual;4.1
2510204;Pública;4.1
2510303;Estadual;5.7
2510303;Pública;5.7
2510402;Estadual;3.7
2510402;Pública;3.7
2510501;Estadual;3.9
2510501;Municipal;
2510501;Pública;3.9
2510600;Estadual;
2510600;Pública;
2510659;Estadual;3.6
2510659;Pública;3.6
2510709;Estadual;3.9
2510709;Pública;3.9
2510808;Estadual;4.1
2510808;Federal;5.2
2510808;Pública;4.2
2510907;Estadual;4.3
2510907;Pública;4.3
2511004;Estadual;3.6
2511004;Pública;3.6
2511103;Estadual;4.4
2511103;Pública;4.4
2511202;Estadual;4.5
2511202;Pública;4.5
2511301;Estadual;3.6
2511301;Pública;3.6
2511400;Estadual;4.0
2511400;Federal;5.3
2511400;Pública;4.6
2511509;Estadual;3.8
2511509;Pública;3.8
2511608;Estadual;3.8
2511608;Pública;3.8
2511707;Estadual;4.2
2511707;Pública;4.2
2511806;Estadual;3.9
2511806;Pública;3.9
2511905;Estadual;2.8
2511905;Pública;2.8
2512002;Estadual;3.9
2512002;Pública;3.9
2512036;Estadual;4.5
2512036;Pública;4.5
2512077;Estadual;4.3
2512077;Pública;4.3
2512101;Estadual;4.9
2512101;Pública;4.9
2512200;Estadual;3.5
2512200;Pública;3.5
2512309;Estadual;3.7
2512309;Federal;4.9
2512309;Pública;4.0
2512408;Estadual;3.9
2512408;Pública;3.9
2512507;Estadual;3.3
2512507;Pública;3.3
2512606;Estadual;
2512606;Pública;
2512705;Estadual;3.2
2512705;Pública;3.2
2512721;Estadual;4.0
2512721;Pública;4.0
2512747;Estadual;3.5
2512747;Pública;3.5
2512754;Estadual;3.8
2512754;Pública;3.8
2512762;Estadual;3.8
2512762;Pública;3.8
2512788;Estadual;
2512788;Pública;
2512804;Estadual;4.6
2512804;Pública;4.6
2512903;Estadual;4.0
2512903;Pública;4.0
2513000;Estadual;3.9
2513000;Pública;3.9
2513109;Estadual;3.1
2513109;Pública;3.1
2513158;Estadual;4.2
2513158;Pública;4.2
2513208;Estadual;4.4
2513208;Pública;4.4
2513307;Estadual;4.5
2513307;Pública;4.5
2513356;Estadual;3.4
2513356;Pública;3.4
2513406;Estadual;3.9
2513406;Federal;4.7
2513406;Pública;4.1
2513505;Estadual;3.8
2513505;Pública;3.8
2513604;Estadual;3.6
2513604;Pública;3.6
2513653;Estadual;3.6
2513653;Pública;3.6
2513703;Estadual;3.0
2513703;Federal;4.8
2513703;Pública;3.1
2513802;Estadual;2.6
2513802;Pública;2.6
2513851;Estadual;4.5
2513851;Pública;4.5
2513901;Estadual;3.4
2513901;Pública;3.4
2513927;Estadual;4.5
2513927;Pública;4.5
2513943;Estadual;4.8
2513943;Municipal;
2513943;Pública;4.8
2513968;Estadual;4.8
2513968;Pública;4.8
2513984;Estadual;4.2
2513984;Pública;4.2
2514008;Estadual;3.7
2514008;Pública;3.7
2514107;Estadual;3.8
2514107;Pública;3.8
2514206;Estadual;4.6
2514206;Pública;4.6
2514305;Estadual;3.1
2514305;Pública;3.1
2514404;Estadual;
2514404;Pública;
2514453;Estadual;3.7
2514453;Municipal;3.6
2514453;Pública;3.6
2514503;Estadual;3.4
2514503;Pública;3.4
2514552;Estadual;4.3
2514552;Pública;4.3
2514602;Estadual;3.9
2514602;Pública;3.9
2514651;Estadual;4.5
2514651;Pública;4.5
2514701;Estadual;3.6
2514701;Pública;3.6
2514800;Estadual;4.3
2514800;Pública;4.3
2514909;Estadual;5.0
2514909;Pública;5.0
2515005;Estadual;3.8
2515005;Pública;3.8
2515104;Estadual;3.3
2515104;Pública;3.3
2515203;Estadual;3.9
2515203;Pública;3.9
2515302;Estadual;3.5
2515302;Pública;3.5
2515401;Estadual;4.1
2515401;Pública;4.1
2515500;Estadual;4.2
2515500;Pública;4.2
2515609;Estadual;3.7
2515609;Pública;3.7
2515708;Estadual;3.7
2515708;Pública;3.7
2515807;Estadual;
2515807;Pública;
2515906;Estadual;4.5
2515906;Pública;4.5
2515930;Estadual;4.3
2515930;Pública;4.3
2515971;Estadual;4.0
2515971;Pública;4.0
2516003;Estadual;3.0
2516003;Pública;3.0
2516102;Estadual;3.8
2516102;Pública;3.8
2516151;Estadual;4.3
2516151;Pública;4.3
2516201;Estadual;4.3
2516201;Federal;4.8
2516201;Pública;4.4
2516300;Estadual;3.6
2516300;Pública;3.6
2516409;Estadual;3.9
2516409;Pública;3.9
2516508;Estadual;3.9
2516508;Pública;3.9
2516607;Estadual;
2516607;Pública;
2516706;Estadual;4.0
2516706;Pública;4.0
2516755;Estadual;4.0
2516755;Pública;4.0
2516805;Estadual;4.1
2516805;Pública;4.1
2516904;Estadual;3.2
2516904;Pública;3.2
2517001;Estadual;3.9
2517001;Pública;3.9
2517100;Estadual;4.9
2517100;Pública;4.9
2517209;Estadual;4.8
2517209;Pública;4.8
2517407;Estadual;
2517407;Pública;
2600054;Estadual;4.6
2600054;Pública;4.6
2600104;Estadual;4.9
2600104;Federal;
2600104;Pública;4.9
2600203;Estadual;4.5
2600203;Pública;4.5
2600302;Estadual;4.3
2600302;Pública;4.3
2600401;Estadual;4.5
2600401;Pública;4.5
2600500;Estadual;4.4
2600500;Pública;4.4
2600609;Estadual;4.0
2600609;Pública;4.0
2600708;Estadual;4.3
2600708;Pública;4.3
2600807;Estadual;4.7
2600807;Pública;4.7
2600906;Estadual;4.8
2600906;Pública;4.8
2601003;Estadual;4.4
2601003;Pública;4.4
2601052;Estadual;4.2
2601052;Pública;4.2
2601102;Estadual;4.6
2601102;Pública;4.6
2601201;Estadual;4.8
2601201;Pública;4.8
2601300;Estadual;4.2
2601300;Pública;4.2
2601409;Estadual;4.9
2601409;Federal;
2601409;Pública;4.7
2601508;Estadual;4.5
2601508;Pública;4.5
2601607;Estadual;4.6
2601607;Pública;4.6
2601706;Estadual;4.4
2601706;Federal;
2601706;Pública;4.5
2601805;Estadual;4.2
2601805;Pública;4.2
2601904;Estadual;4.8
2601904;Pública;4.8
2602001;Estadual;4.7
2602001;Pública;4.7
2602100;Estadual;4.5
2602100;Pública;4.5
2602209;Estadual;4.7
2602209;Pública;4.7
2602308;Estadual;4.6
2602308;Municipal;4.0
2602308;Pública;4.5
2602407;Estadual;4.5
2602407;Pública;4.5
2602506;Estadual;4.9
2602506;Pública;4.9
2602605;Estadual;4.3
2602605;Pública;4.3
2602704;Estadual;4.4
2602704;Pública;4.4
2602803;Estadual;4.4
2602803;Pública;4.4
2602902;Estadual;4.4
2602902;Pública;4.4
2603009;Estadual;4.4
2603009;Pública;4.4
2603108;Estadual;4.4
2603108;Pública;4.4
2603207;Estadual;4.5
2603207;Pública;4.5
2603306;Estadual;4.3
2603306;Pública;4.3
2603405;Estadual;4.8
2603405;Pública;4.8
2603454;Estadual;4.5
2603454;Pública;4.5
2603504;Estadual;5.0
2603504;Pública;5.0
2603603;Estadual;4.3
2603603;Pública;4.3
2603702;Estadual;4.4
2603702;Pública;4.4
2603801;Estadual;4.4
2603801;Pública;4.4
2603900;Estadual;5.3
2603900;Pública;5.3
2603926;Estadual;
2603926;Pública;
2604007;Estadual;4.7
2604007;Pública;4.7
2604106;Estadual;4.8
2604106;Pública;4.8
2604155;Estadual;4.1
2604155;Pública;4.1
2604205;Estadual;4.6
2604205;Pública;4.6
2604304;Estadual;4.3
2604304;Pública;4.3
2604403;Estadual;4.1
2604403;Pública;4.1
2604502;Estadual;4.8
2604502;Pública;4.8
2604601;Estadual;4.2
2604601;Pública;4.2
2604700;Estadual;4.5
2604700;Pública;4.5
2604809;Estadual;4.9
2604809;Pública;4.9
2604908;Estadual;4.8
2604908;Pública;4.8
2605004;Estadual;5.0
2605004;Pública;5.0
2605103;Estadual;3.9
2605103;Pública;3.9
2605152;Estadual;5.0
2605152;Pública;5.0
2605202;Estadual;4.4
2605202;Pública;4.4
2605301;Estadual;3.9
2605301;Pública;3.9
2605400;Estadual;4.8
2605400;Pública;4.8
2605459;Estadual;4.3
2605459;Pública;4.3
2605509;Estadual;4.3
2605509;Pública;4.3
2605608;Estadual;4.5
2605608;Pública;4.5
2605707;Estadual;4.4
2605707;Federal;
2605707;Pública;4.5
2605806;Estadual;4.7
2605806;Pública;4.7
2605905;Estadual;4.5
2605905;Pública;4.5
2606002;Estadual;4.9
2606002;Federal;
2606002;Pública;5.0
2606101;Estadual;4.8
2606101;Pública;4.8
2606200;Estadual;4.4
2606200;Pública;4.4
2606309;Estadual;4.0
2606309;Pública;4.0
2606408;Estadual;4.9
2606408;Pública;4.9
2606507;Estadual;4.5
2606507;Pública;4.5
2606606;Estadual;4.2
2606606;Pública;4.2
2606705;Estadual;4.4
2606705;Pública;4.4
2606804;Estadual;4.5
2606804;Pública;4.5
2606903;Estadual;4.5
2606903;Pública;4.5
2607000;Estadual;3.9
2607000;Pública;3.9
2607109;Estadual;4.5
2607109;Pública;4.5
2607208;Estadual;4.3
2607208;Pública;4.3
2607307;Estadual;4.5
2607307;Pública;4.5
2607406;Estadual;4.9
2607406;Pública;4.9
2607505;Estadual;4.6
2607505;Pública;4.6
2607604;Estadual;4.8
2607604;Pública;4.8
2607653;Estadual;4.3
2607653;Pública;4.3
2607703;Estadual;4.6
2607703;Pública;4.6
2607752;Estadual;4.4
2607752;Pública;4.4
2607802;Estadual;3.9
2607802;Pública;3.9
2607901;Estadual;4.4
2607901;Pública;4.4
2607950;Estadual;4.6
2607950;Pública;4.6
2608008;Estadual;4.7
2608008;Pública;4.7
2608057;Estadual;4.5
2608057;Pública;4.5
2608107;Estadual;5.0
2608107;Pública;5.0
2608206;Estadual;4.5
2608206;Pública;4.5
2608255;Estadual;4.9
2608255;Pública;4.9
2608305;Estadual;4.7
2608305;Pública;4.7
2608404;Estadual;4.0
2608404;Pública;4.0
2608453;Estadual;4.1
2608453;Pública;4.1
2608503;Estadual;4.9
2608503;Pública;4.9
2608602;Estadual;
2608602;Pública;
2608701;Estadual;4.7
2608701;Pública;4.7
2608750;Estadual;4.3
2608750;Pública;4.3
2608800;Estadual;4.8
2608800;Pública;4.8
2608909;Estadual;5.0
2608909;Pública;5.0
2609006;Estadual;4.8
2609006;Pública;4.8
2609105;Estadual;4.3
2609105;Pública;4.3
2609154;Estadual;3.9
2609154;Pública;3.9
2609204;Estadual;4.4
2609204;Pública;4.4
2609303;Estadual;4.2
2609303;Pública;4.2
2609402;Estadual;4.6
2609402;Pública;4.6
2609501;Estadual;5.1
2609501;Pública;5.1
2609600;Estadual;4.4
2609600;Pública;4.4
2609709;Estadual;4.6
2609709;Pública;4.6
2609808;Estadual;3.9
2609808;Pública;3.9
2609907;Estadual;3.9
2609907;Federal;
2609907;Pública;4.0
2610004;Estadual;4.9
2610004;Pública;4.9
2610103;Estadual;4.7
2610103;Pública;4.7
2610202;Estadual;5.0
2610202;Pública;5.0
2610301;Estadual;4.2
2610301;Pública;4.2
2610400;Estadual;4.2
2610400;Pública;4.2
2610509;Estadual;4.5
2610509;Pública;4.5
2610608;Estadual;4.1
2610608;Pública;4.1
2610707;Estadual;4.5
2610707;Pública;4.5
2610806;Estadual;3.9
2610806;Pública;3.9
2610905;Estadual;4.5
2610905;Pública;4.5
2611002;Estadual;4.7
2611002;Pública;4.7
2611101;Estadual;4.6
2611101;Federal;
2611101;Pública;4.6
2611200;Estadual;4.3
2611200;Pública;4.3
2611309;Estadual;4.6
2611309;Pública;4.6
2611408;Estadual;4.7
2611408;Pública;4.7
2611507;Estadual;4.6
2611507;Pública;4.6
2611533;Estadual;5.8
2611533;Pública;5.8
2611606;Estadual;4.6
2611606;Federal;
2611606;Pública;4.4
2611705;Estadual;4.7
2611705;Pública;4.7
2611804;Estadual;4.4
2611804;Pública;4.4
2611903;Estadual;4.4
2611903;Pública;4.4
2612000;Estadual;4.3
2612000;Pública;4.3
2612109;Estadual;5.0
2612109;Pública;5.0
2612208;Estadual;4.9
2612208;Federal;
2612208;Pública;4.4
2612307;Estadual;4.3
2612307;Pública;4.3
2612406;Estadual;4.3
2612406;Pública;4.3
2612455;Estadual;4.0
2612455;Pública;4.0
2612471;Estadual;4.5
2612471;Pública;4.5
2612505;Estadual;4.6
2612505;Pública;4.6
2612554;Estadual;3.6
2612554;Pública;3.6
2612604;Estadual;3.4
2612604;Federal;
2612604;Pública;3.5
2612703;Estadual;4.7
2612703;Pública;4.7
2612802;Estadual;4.8
2612802;Pública;4.8
2612901;Estadual;5.0
2612901;Pública;5.0
2613008;Estadual;4.8
2613008;Pública;4.8
2613107;Estadual;4.4
2613107;Pública;4.4
2613206;Estadual;4.1
2613206;Pública;4.1
2613305;Estadual;4.5
2613305;Pública;4.5
2613404;Estadual;4.7
2613404;Pública;4.7
2613503;Estadual;4.8
2613503;Pública;4.8
2613602;Estadual;5.3
2613602;Pública;5.3
2613701;Estadual;4.3
2613701;Federal;
2613701;Pública;4.4
2613800;Estadual;4.3
2613800;Pública;4.3
2613909;Estadual;4.6
2613909;Federal;
2613909;Pública;4.6
2614006;Estadual;4.6
2614006;Pública;4.6
2614105;Estadual;4.4
2614105;Pública;4.4
2614204;Estadual;4.5
2614204;Pública;4.5
2614303;Estadual;4.6
2614303;Pública;4.6
2614402;Estadual;5.5
2614402;Pública;5.5
2614501;Estadual;4.8
2614501;Pública;4.8
2614600;Estadual;5.0
2614600;Pública;5.0
2614709;Estadual;4.7
2614709;Pública;4.7
2614808;Estadual;4.0
2614808;Pública;4.0
2614857;Estadual;4.5
2614857;Pública;4.5
2615003;Estadual;4.2
2615003;Pública;4.2
2615102;Estadual;4.4
2615102;Pública;4.4
2615201;Estadual;5.1
2615201;Pública;5.1
2615300;Estadual;5.0
2615300;Pública;5.0
2615409;Estadual;4.3
2615409;Pública;4.3
2615508;Estadual;4.5
2615508;Pública;4.5
2615607;Estadual;4.5
2615607;Pública;4.5
2615706;Estadual;5.3
2615706;Pública;5.3
2615805;Estadual;4.6
2615805;Pública;4.6
2615904;Estadual;6.0
2615904;Municipal;2.8
2615904;Pública;5.5
2616001;Estadual;4.8
2616001;Pública;4.8
2616100;Estadual;5.0
2616100;Pública;5.0
2616183;Estadual;4.9
2616183;Pública;4.9
2616209;Estadual;5.1
2616209;Pública;5.1
2616308;Estadual;4.3
2616308;Pública;4.3
2616407;Estadual;4.5
2616407;Federal;
2616407;Municipal;
2616407;Pública;4.5
2616506;Estadual;4.9
2616506;Pública;4.9
2700102;Estadual;4.1
2700102;Pública;4.1
2700201;Estadual;3.6
2700201;Pública;3.6
2700300;Estadual;4.3
2700300;Federal;
2700300;Pública;4.4
2700409;Estadual;3.9
2700409;Pública;3.9
2700508;Estadual;4.1
2700508;Pública;4.1
2700607;Estadual;3.3
2700607;Pública;3.3
2700706;Estadual;4.2
2700706;Federal;
2700706;Pública;4.3
2700805;Estadual;3.6
2700805;Pública;3.6
2700904;Estadual;3.7
2700904;Pública;3.7
2701001;Estadual;4.2
2701001;Pública;4.2
2701100;Estadual;4.1
2701100;Pública;4.1
2701209;Estadual;4.2
2701209;Pública;4.2
2701308;Estadual;3.7
2701308;Pública;3.7
2701357;Estadual;3.7
2701357;Pública;3.7
2701407;Estadual;3.7
2701407;Pública;3.7
2701605;Estadual;4.1
2701605;Pública;4.1
2701704;Estadual;3.8
2701704;Pública;3.8
2701803;Estadual;4.0
2701803;Pública;4.0
2701902;Estadual;3.7
2701902;Pública;3.7
2702009;Estadual;4.2
2702009;Pública;4.2
2702108;Estadual;3.9
2702108;Pública;3.9
2702207;Estadual;4.1
2702207;Pública;4.1
2702306;Estadual;3.9
2702306;Federal;
2702306;Pública;4.1
2702355;Estadual;4.0
2702355;Pública;4.0
2702405;Estadual;4.3
2702405;Pública;4.3
2702504;Estadual;3.4
2702504;Pública;3.4
2702553;Estadual;3.7
2702553;Pública;3.7
2702603;Estadual;3.9
2702603;Pública;3.9
2702702;Estadual;3.8
2702702;Pública;3.8
2702900;Estadual;3.9
2702900;Pública;3.9
2703007;Estadual;6.6
2703007;Pública;6.6
2703106;Estadual;4.0
2703106;Pública;4.0
2703205;Estadual;3.1
2703205;Pública;3.1
2703304;Estadual;4.2
2703304;Pública;4.2
2703403;Estadual;3.5
2703403;Pública;3.5
2703502;Estadual;3.9
2703502;Pública;3.9
2703601;Estadual;4.0
2703601;Pública;4.0
2703700;Estadual;4.3
2703700;Pública;4.3
2703809;Estadual;3.4
2703809;Pública;3.4
2703908;Estadual;4.2
2703908;Pública;4.2
2704005;Estadual;4.1
2704005;Pública;4.1
2704104;Estadual;4.1
2704104;Pública;4.1
2704203;Estadual;3.6
2704203;Pública;3.6
